CITY                                   ZIPCODE P       RENT ESTIMATE ASKING   PCT                                          PROP_ID  
                                         32819 B      11.44   $4,855   $5,000 97%                                           913965  
                                         32819 B      11.44   $1,608   $1,650 97%                                           910246  
                                         32819 B      11.44   $2,591   $2,295 113%                                          910206  
                                         32819 B      11.44   $1,761   $1,495 118%                                          915011  
                                         32819 C      11.44     $563     $775 73%                                           908660  
                                         32819 C      11.44   $2,111   $2,000 106%                                          918222  
                                         32819 C      11.44   $2,578   $1,500 172%                                          911605  
                                         32819 C      11.44   $2,271   $3,200 71%                                           913810  
                                         32819 C      11.44   $3,394   $3,600 94%                                           914362  
                                         32819 C      11.44   $4,784   $4,900 98%                                           914440  
                                         32819 C      11.44   $4,476   $4,500 99%                                           914752  
                                         32819 C      11.44   $3,077   $3,200 96%                                           917868  
                                         32819 C      11.44   $2,373   $1,800 132%                                          918744  
                                         32819 C      11.44   $1,590   $1,650 96%                                           919274  
                                         32819 C      11.44   $2,173   $3,950 55%                                           919787  
                                         32819 C      11.44   $1,530   $2,350 65%                                           921633  
                                         32819 C      11.44   $1,115     $850 131%                                         1044571  
                                         32820 B      11.44   $3,264   $1,950 167%                                         1259295  
                                         32820 B      11.44   $1,914   $1,500 128%                                         1258972  
                                         32820 C      11.44   $1,726   $1,375 125%                                         1259172  
                                         32820 C      11.44   $2,120   $1,425 149%                                         1260064  
                                         32820 C      11.44   $1,914   $1,350 142%                                         1259040  
                                         32821 A      11.44   $2,854   $2,000 143%                                         1060273  
                                         32821 A      11.44   $1,438   $1,100 131%                                         1049456  
                                         32821 A      11.44   $2,754   $2,100 131%                                         1060291  
                                         32821 B      11.44   $1,481   $1,250 119%                                         1049102  
                                         32821 B      11.44   $1,251   $1,100 114%                                         1050069  
                                         32821 B      11.44   $1,773   $1,450 122%                                         1049017  
                                         32821 B      11.44   $1,645   $1,450 113%                                         1059630  
                                         32821 B      11.44   $1,480   $1,150 129%                                         1048584  
                                         32821 B      11.44   $1,786   $1,300 137%                                         1048639  
                                         32822 B      11.44   $1,449   $1,395 104%                                         1146577  
                                         32822 B      11.44   $1,144   $1,317 87%                                          1178250  
                                         32822 B      11.44   $1,144   $1,295 88%                                          1177940  
                                         32822 B      11.44   $1,234   $1,050 117%                                         1171742  
                                         32822 B      11.44   $1,487   $1,000 149%                                         1171020  
                                         32822 B      11.44   $1,061     $795 133%                                         1146726  
                                         32822 B      11.44   $1,321   $1,000 132%                                         1144164  
                                         32822 B      11.44   $1,050     $650 161%                                         1162921  
                                         32822 C      11.44   $1,214   $1,150 106%                                         1178464  
                                         32822 C      11.44     $782     $950 82%                                          1162090  
                                         32822 C      11.44     $782     $825 95%                                          1162146  
                                         32822 C      11.44   $1,037     $875 119%                                         1177596  
                                         32822 C      11.44   $1,001     $800 125%                                         1178361  
                                         32822 C      11.44   $1,182   $1,000 118%                                         1178383  
                                         32822 C      11.44     $991     $995 100%                                         1139117  
                                         32822 C      11.44   $1,036   $1,250 83%                                          1161546  
                                         32822 C      11.44   $1,771   $1,280 138%                                         1170081  
                                         32822 C      11.44     $981     $750 131%                                         1147437  
                                         32822 C      11.44     $807     $850 95%                                          1146042  
                                         32822 C      11.44     $807     $675 119%                                         1145988  
                                         32822 C      11.44     $911     $800 114%                                         1145946  
                                         32822 C      11.44     $909     $775 117%                                         1145863  
                                         32822 C      11.44     $887     $700 127%                                         1144982  
                                         32822 C      11.44     $707     $695 102%                                         1144872  
                                         32822 C      11.44     $707     $600 118%                                         1144813  
                                         32822 C      11.44     $789     $575 137%                                         1151197  
                                         32824 A      11.44   $1,685   $1,167 144%                                         1187294  
                                         32824 B      11.44   $1,798   $1,250 144%                                         1053807  
                                         32824 B      11.44   $1,390   $2,200 63%                                          1193264  
                                         32824 B      11.44   $1,563   $1,200 130%                                         1193120  
                                         32824 B      11.44   $1,251   $1,295 97%                                          1189184  
                                         32824 B      11.44   $1,675   $1,200 140%                                         1189108  
                                         32824 B      11.44   $1,687   $1,400 121%                                         1187254  
                                         32824 B      11.44   $1,869   $1,300 144%                                         1187250  
                                         32824 B      11.44   $1,645   $1,100 150%                                         1187173  
                                         32824 C      11.44   $1,787   $1,300 137%                                         1186213  
                                         32824 C      11.44       $0     $995 0%                                           1191683  
                                         32824 C      11.44   $2,691   $1,550 174%                                         1191731  
                                         32824 C      11.44   $1,637   $1,300 126%                                         1082458  
                                         32824 C      11.44     $660     $800 82%                                          1045981  
                                         32824 C      11.44   $2,620   $1,600 164%                                         1053041  
                                         32824 C      11.44   $2,330   $1,775 131%                                         1065644  
                                         32824 C      11.44   $2,053   $1,250 164%                                         1067959  
                                         32824 C      11.44   $1,811   $1,350 134%                                         1081761  
                                         32824 C      11.44   $1,306   $1,150 114%                                         1081133  
                                         32824 C      11.44   $1,289   $1,150 112%                                         1080816  
                                         32824 C      11.44   $1,323   $1,100 120%                                         1080454  
                                         32824 C      11.44   $2,953   $1,595 185%                                         1080296  
                                         32824 C      11.44   $1,935   $1,300 149%                                         1080235  
                                         32824 C      11.44   $1,433   $1,050 136%                                         1068993  
                                         32824 C      11.44   $1,730   $1,450 119%                                         1189368  
                                         32825 A      11.44     $970   $1,000 97%                                          1225541  
                                         32825 B      11.44   $2,619   $1,850 142%                                         1237677  
                                         32825 B      11.44   $2,681   $1,550 173%                                         1238994  
                                         32825 B      11.44   $1,989   $1,500 133%                                         1240076  
                                         32825 B      11.44   $2,756   $2,195 126%                                         1240697  
                                         32825 B      11.44   $1,365   $1,225 111%                                         1241413  
                                         32825 B      11.44   $1,752   $1,295 135%                                         1120125  
                                         32825 B      11.44   $1,232   $1,150 107%                                         1120836  
                                         32825 B      11.44   $1,068     $850 126%                                         1121340  
                                         32825 B      11.44   $1,175     $525 224%                                         1212127  
                                         32825 B      11.44   $1,009     $850 119%                                         1212226  
                                         32825 B      11.44   $1,052   $1,175 89%                                          1212993  
                                         32825 B      11.44   $1,161   $1,167 99%                                          1213389  
                                         32825 B      11.44   $1,299   $1,100 118%                                         1215988  
                                         32825 B      11.44   $1,433   $1,350 106%                                         1227880  
                                         32825 B      11.44   $1,175   $1,295 91%                                          1228501  
                                         32825 B      11.44   $1,471   $1,200 123%                                         1228536  
                                         32825 B      11.44   $1,585   $1,350 117%                                         1228928  
                                         32825 B      11.44   $2,600   $1,700 153%                                         1229221  
                                         32825 B      11.44   $2,665   $1,950 137%                                         1229495  
                                         32826 B      11.44   $4,292     $695 618%                                         1206709  
                                         32826 B      11.44   $1,602   $1,100 146%                                         1218190  
                                         32826 B      11.44     $857     $765 112%                                         1206981  
                                         32826 B      11.44   $1,003     $850 118%                                         1206596  
                                         32826 B      11.44     $915     $795 115%                                         1206278  
                                         32826 B      11.44   $1,498   $1,300 115%                                         1193652  
                                         32826 B      11.44   $1,748   $1,195 146%                                         1193707  
                                         32826 B      11.44   $1,205   $1,300 93%                                          1194302  
                                         32826 B      11.44   $2,415   $1,867 129%                                         1195659  
                                         32826 B      11.44   $2,043   $1,395 146%                                         1195942  
                                         32826 B      11.44   $1,288   $1,500 86%                                          1204563  
                                         32826 B      11.44   $1,041   $1,195 87%                                          1205767  
                                         32826 C      11.44   $1,012     $740 137%                                         1206609  
                                         32826 C      11.44   $1,117   $1,200 93%                                          1205521  
                                         32826 C      11.44   $1,094   $1,250 88%                                          1217816  
                                         32826 C      11.44   $1,359   $1,400 97%                                          1218555  
                                         32827 C      11.44            $5,000 %                                            1151768  
                                         32828 A      11.44   $1,581   $1,350 117%                                         1274895  
                                         32828 A      11.44   $1,312   $1,250 105%                                         1273515  
                                         32828 A      11.44   $1,312   $1,250 105%                                         1272436  
                                         32828 A      11.44   $1,320   $1,350 98%                                          1271954  
                                         32828 A      11.44   $1,287   $1,275 101%                                         1276175  
                                         32828 A      11.44   $2,164   $1,800 120%                                         1236584  
                                         32828 A      11.44   $1,218   $1,200 102%                                         1216906  
                                         32828 A      11.44   $1,407   $1,300 108%                                         1216808  
                                         32828 A      11.44   $4,731   $3,500 135%                                         1237020  
                                         32828 B      11.44   $2,616   $1,799 145%                                         1267490  
                                         32828 B      11.44   $2,488   $1,695 147%                                         1272455  
                                         32828 B      11.44   $1,622   $1,295 125%                                         1273197  
                                         32828 B      11.44   $3,063   $1,795 171%                                         1273654  
                                         32828 B      11.44   $1,622   $1,395 116%                                         1273673  
                                         32828 B      11.44   $3,317   $2,100 158%                                         1273966  
                                         32828 B      11.44   $2,302   $1,500 153%                                         1273999  
                                         32828 B      11.44   $2,279   $1,595 143%                                         1265315  
                                         32828 B      11.44   $2,106   $1,450 145%                                         1264786  
                                         32828 B      11.44   $2,279   $1,650 138%                                         1264769  
                                         32828 B      11.44   $3,224   $2,000 161%                                         1264450  
                                         32828 B      11.44   $1,683   $1,195 141%                                         1237563  
                                         32828 B      11.44   $2,522   $1,900 133%                                         1236325  
                                         32828 B      11.44   $2,431   $1,717 142%                                         1234264  
                                         32828 B      11.44   $2,483   $1,500 166%                                         1234255  
                                         32828 B      11.44   $2,213   $1,500 148%                                         1231892  
                                         32828 B      11.44   $1,502   $1,250 120%                                         1232869  
                                         32828 B      11.44   $1,453   $1,350 108%                                         1222312  
                                         32828 B      11.44   $1,159   $1,200 97%                                          1222304  
                                         32828 B      11.44   $1,840   $1,325 139%                                         1221056  
                                         32828 B      11.44   $2,105   $1,550 136%                                         1219975  
                                         32828 B      11.44   $1,656   $1,395 119%                                         1219276  
                                         32828 B      11.44   $2,471   $1,800 137%                                         1217567  
                                         32828 B      11.44   $1,710   $1,350 127%                                         1217378  
                                         32828 B      11.44            $1,895 %                                            1207027  
                                         32828 C      11.44   $2,195   $1,290 170%                                         1272169  
                                         32828 C      11.44   $3,036   $2,250 135%                                         1271972  
                                         32828 C      11.44   $1,934   $1,350 143%                                         1268259  
                                         32828 C      11.44   $2,160   $1,600 135%                                         1267485  
                                         32828 C      11.44   $2,265     $800 283%                                         1276462  
                                         32828 C      11.44   $1,601   $1,500 107%                                         1223154  
                                         32828 C      11.44   $1,457   $1,400 104%                                         1223146  
                                         32828 C      11.44   $1,440   $1,217 118%                                         1217050  
                                         32828 C      11.44   $2,134   $1,550 138%                                         1266891  
                                         32829 A      11.44   $1,497   $1,300 115%                                         1246020  
                                         32829 B      11.44   $3,242   $2,333 139%                                         1181413  
                                         32829 B      11.44   $2,448   $1,600 153%                                         1180950  
                                         32829 B      11.44   $2,622   $2,095 125%                                         1180560  
                                         32829 B      11.44   $1,403   $1,250 112%                                         1167856  
                                         32829 B      11.44   $1,474   $1,250 118%                                         1166099  
                                         32829 B      11.44   $3,523   $1,850 190%                                         1245440  
                                         32829 B      11.44   $2,905   $1,600 182%                                         1245504  
                                         32829 B      11.44   $1,880   $1,395 135%                                         1245688  
                                         32829 B      11.44   $1,299   $1,500 87%                                          1166058  
                                         32829 B      11.44   $1,381   $1,300 106%                                         1244082  
                                         32829 B      11.44   $2,717   $1,400 194%                                         1244408  
                                         32829 C      11.44   $1,697   $1,225 139%                                         1244342  
                                         32829 C      11.44   $1,403   $1,250 112%                                         1242500  
                                         32829 C      11.44   $1,021     $925 110%                                         1242355  
                                         32829 C      11.44   $1,643   $1,100 149%                                         1244377  
                                         32829 C      11.44              $950 %                                            1018378  
                                         32829 C      11.44     $941     $900 105%                                         1242313  
                                         32832 A      11.44   $2,191   $2,100 104%                                         1252351  
                                         32832 A      11.44   $3,461   $3,795 91%                                          1254822  
                                         32832 A      11.44   $3,411   $2,895 118%                                         1252984  
                                         32832 A      11.44   $3,126   $3,400 92%                                          1252392  
                                         32832 B      11.44   $2,679   $1,750 153%                                         1246990  
                                         32832 B      11.44   $2,596   $2,095 124%                                         1247051  
                                         32832 B      11.44   $1,907   $1,450 131%                                         1247806  
                                         32832 B      11.44   $1,249   $1,250 100%                                         1247894  
                                         32832 B      11.44   $1,443   $1,195 121%                                         1247904  
                                         32832 B      11.44   $1,630   $1,317 124%                                         1248160  
                                         32832 B      11.44   $1,746   $1,350 129%                                         1250286  
                                         32832 B      11.44   $2,524   $1,875 135%                                         1251011  
                                         32832 B      11.44   $1,907   $1,500 127%                                         1251086  
                                         32832 B      11.44   $3,002   $1,895 158%                                         1255190  
                                         32832 B      11.44   $2,422   $1,700 142%                                         1255352  
                                         32832 B      11.44   $2,506   $2,300 109%                                         1255397  
                                         32832 B      11.44   $2,707   $1,895 143%                                         1255429  
                                         32832 B      11.44   $2,761   $1,600 173%                                         1255679  
                                         32832 B      11.44   $1,533   $1,275 120%                                         1250088  
                                         32832 B      11.44   $1,533   $1,350 114%                                         1250142  
                                         32832 C      11.44   $1,556   $1,300 120%                                         1251425  
                                         32833 B      11.44   $2,101   $1,600 131%                                         1269947  
                                         32833 B      11.44   $2,280     $917 249%                                         1269798  
                                         32833 B      11.44              $650 %                                            1260516  
                                         32833 B      11.44   $2,132   $1,295 165%                                         1277449  
                                         32833 B      11.44   $2,206   $1,375 160%                                         1277576  
                                         32833 C      11.44   $1,718   $1,295 133%                                         1277057  
                                         32835 A      11.44   $1,760   $1,450 121%                                          906902  
                                         32835 A      11.44   $2,322   $2,500 93%                                           893811  
                                         32835 B      11.44   $1,011     $875 115%                                          897838  
                                         32835 B      11.44     $890     $615 145%                                          897352  
                                         32835 C      11.44   $1,954   $2,150 91%                                           902510  
                                         32835 C      11.44   $2,421   $2,650 91%                                           905742  
                                         32835 C      11.44   $1,781   $1,495 119%                                          899496  
                                         32835 C      11.44   $3,344   $3,000 111%                                          901662  
                                         32835 C      11.44   $3,057   $3,300 93%                                           894717  
                                         32835 C      11.44   $1,156   $1,250 93%                                           884512  
                                         32835 C      11.44   $1,358   $1,117 122%                                          882755  
                                         32835 C      11.44   $1,051     $800 131%                                          881800  
                                         32835 C      11.44     $757     $720 105%                                          895801  
                                         32835 C      11.44   $3,099   $3,300 94%                                           901727  
                                         32836 A      11.44   $4,657   $7,000 67%                                           928725  
                                         32836 A      11.44   $4,530   $4,995 91%                                           925727  
                                         32836 A      11.44   $2,552   $2,775 92%                                           931374  
                                         32836 B      11.44   $5,060   $4,400 115%                                          924397  
                                         32836 B      11.44   $2,515   $2,900 87%                                           928061  
                                         32836 B      11.44   $2,253   $2,150 105%                                          925500  
                                         32836 C      11.44   $2,642   $2,700 98%                                           929193  
                                         32836 C      11.44   $6,215   $6,000 104%                                          930321  
                                         32836 C      11.44   $2,091   $2,250 93%                                           930540  
                                         32836 C      11.44   $2,590   $3,200 81%                                           925328  
                                         32836 C      11.44   $2,149   $2,250 96%                                           927746  
                                         32836 C      11.44   $3,391   $3,500 97%                                           926105  
                                         32836 C      11.44   $2,835   $3,750 76%                                           926645  
                                         32836 C      11.44   $3,681   $3,500 105%                                          926682  
                                         32837 B      11.44   $1,686   $1,795 94%                                          1078146  
                                         32837 B      11.44   $2,503   $2,000 125%                                         1074041  
                                         32837 B      11.44   $2,568   $1,899 135%                                         1073975  
                                         32837 B      11.44   $3,040   $2,850 107%                                         1073792  
                                         32837 B      11.44   $1,844   $1,395 132%                                         1071624  
                                         32837 B      11.44   $1,988   $1,650 120%                                         1070853  
                                         32837 B      11.44   $1,495   $1,250 120%                                         1064576  
                                         32837 B      11.44   $1,084   $1,300 83%                                          1051644  
                                         32837 B      11.44            $1,900 %                                            1030610  
                                         32837 B      11.44   $2,308   $1,495 154%                                         1061840  
                                         32837 C      11.44   $3,263   $2,200 148%                                         1078823  
                                         32837 C      11.44   $3,188   $2,250 142%                                         1078806  
                                         32837 C      11.44     $927     $800 116%                                         1051894  
                                         32839 A      11.44   $1,152     $850 135%                                         1026637  
                                         32839 B      11.44   $1,546   $1,125 137%                                         1022248  
                                         32839 C      11.44     $972     $600 162%                                         1020311  
                                         32839 C      11.44   $1,110     $700 159%                                         1020986  
                                         32839 C      11.44   $1,110     $750 148%                                         1021045  
                                         32839 C      11.44   $1,110     $675 164%                                         1021074  
                                         32839 C      11.44   $1,079     $800 135%                                         1019580  
                                         32839 C      11.44   $1,159     $750 155%                                         1026769  
                                         32839 C      11.44     $721     $600 120%                                         1027186  
                                         32839 C      11.44     $972     $600 162%                                         1019978  
                                         32839 C      11.44   $1,110     $900 123%                                         1021180  
                                                                                                                                    
ORMOND BEACH                             32174 B       9.33   $1,443   $1,200 120%                                          530280  
                                                                                                                                    
PALM BAY                                 32905 A       10.4   $1,094   $5,000 22%                                           391274  
                                         32905 C      10.39   $1,230     $750 164%                                          366071  
                                         32907 B      10.39   $1,257     $800 157%                                          328427  
                                         32907 B      10.39   $1,776   $1,100 161%                                          378800  
                                         32907 B      10.39   $1,752   $1,150 152%                                          336110  
                                         32907 B      10.39   $1,427     $900 159%                                          319781  
                                         32907 C      10.39   $1,024     $800 128%                                          327355  
                                         32908 B      10.39   $1,743   $1,200 145%                                          412351  
                                         32908 B      10.39   $1,563   $1,200 130%                                          400094  
                                         32908 C      10.39     $900     $825 109%                                          397076  
                                         32909 B      10.39   $1,221     $825 148%                                          449403  
                                         32909 B      10.39   $1,801   $1,000 180%                                          435294  
                                         32909 B      10.39   $1,972   $1,400 141%                                          441723  
                                         32909 C      10.39   $5,971     $525 1137%                                         421232  
                                                                                                                                    
PORT ORANGE                              32127 B       9.33     $789   $1,800 44%                                           710254  
                                         32128 B       9.33   $1,767   $1,900 93%                                           638235  
                                                                                                                                    
ROCKLEDGE                                32955 A      10.39   $1,172   $1,100 107%                                          200964  
                                         32955 A      10.39     $933     $850 110%                                          209716  
                                         32955 A      10.39   $3,214   $4,750 68%                                           210378  
                                         32955 A      10.39   $1,206     $900 134%                                          209908  
                                         32955 A      10.39   $2,460   $2,600 95%                                           226332  
                                         32955 B      10.39   $1,868   $2,100 89%                                           207112  
                                         32955 B      10.39   $1,465   $1,450 101%                                          207499  
                                         32955 B      10.39   $2,159   $2,595 83%                                           207689  
                                         32955 B      10.39   $4,589     $595 771%                                          188323  
                                         32955 B      10.39   $1,655   $1,495 111%                                          210251  
                                         32955 B      10.39     $719     $750 96%                                           187602  
                                         32955 B      10.39   $1,682   $1,495 113%                                          206578  
                                         32955 B      10.39   $2,165   $1,600 135%                                          205947  
                                         32955 B      10.39   $1,379   $1,200 115%                                          201315  
                                         32955 B      10.39   $3,185   $1,980 161%                                          193406  
                                         32955 B      10.39   $2,180   $2,495 87%                                           191072  
                                         32955 B      10.39   $2,095   $2,500 84%                                           208580  
                                         32955 B      10.39   $4,589     $795 577%                                          188323  
                                         32955 B      10.39   $4,589     $650 706%                                          188323  
                                         32955 C      10.39   $3,056   $1,000 306%                                          188501  
                                         32955 C      10.39   $3,056   $1,050 291%                                          188501  
                                         32955 C      10.39   $1,143     $950 120%                                          192245  
                                         32955 C      10.39   $1,283     $974 132%                                          192639  
                                         32955 C      10.39     $876     $895 98%                                           192944  
                                                                                                                                    
SATELLITE BEACH                          32937 A      10.39   $1,095   $1,500 73%                                           262173  
                                         32937 A      10.39     $913   $1,150 79%                                           287888  
                                         32937 A      10.39     $913   $1,250 73%                                           287678  
                                         32937 A      10.39   $2,232   $4,000 56%                                           286115  
                                         32937 A      10.39   $1,242   $1,800 69%                                           284412  
                                         32937 B      10.39   $1,543     $600 257%                                          261600  
                                         32937 B      10.39   $1,131   $1,200 94%                                           276992  
                                         32937 B      10.39   $1,274   $1,350 94%                                           271816  
                                                                                                                                    
SEBASTIAN                                32976 B      10.39     $665     $750 89%                                           468926  
                                         32976 B      10.39   $1,316     $600 219%                                          468189  
                                                                                                                                    
TITUSVILLE                               32780 A      10.39     $748     $650 115%                                           84830  
                                         32780 B      10.39   $1,462   $1,000 146%                                           87788  
                                         32780 B      10.39   $1,059     $950 111%                                           92782  
                                         32780 B      10.39   $1,552   $1,200 129%                                           86035  
                                         32780 B      10.39   $1,240     $995 125%                                           89545  
                                         32780 C      10.39   $3,179     $650 489%                                           87239  
                                         32780 C      10.39     $637     $450 142%                                           84002  
                                         32780 C      10.39   $1,160     $900 129%                                           84901  
                                         32780 C      10.39     $876     $800 110%                                           81229  
                                         32796 A      10.39   $2,254   $1,600 141%                                           74358  
                                         32796 B      10.39     $829     $650 128%                                           73508  
                                         32796 C      10.39     $748     $700 107%                                           67913  
                                         32796 C      10.39   $1,891     $450 420%                                           74055  
                                                                                                                                    
WINDERMERE                               34786 A      11.44   $3,350   $3,000 112%                                          892966  
                                         34786 A      11.44   $3,197   $3,200 100%                                          892965  
                                         34786 A      11.44   $4,021   $6,000 67%                                           892954  
                                         34786 A      11.44   $1,891   $1,800 105%                                          892499  
                                         34786 A      11.44   $3,022   $2,600 116%                                          890894  
                                         34786 A      11.44   $2,800   $2,900 97%                                           922219  
                                         34786 A      11.44   $2,909   $3,200 91%                                           890822  
                                         34786 A      11.44   $3,153   $3,500 90%                                           890798  
                                         34786 A      11.44   $1,311   $1,166 112%                                          802082  
                                         34786 A      11.44   $2,617   $2,200 119%                                          799038  
                                         34786 A      11.44   $3,061   $2,500 122%                                          791800  
                                         34786 A      11.44   $3,141   $2,400 131%                                          890887  
                                         34786 B      11.44   $2,193   $1,650 133%                                          797040  
                                         34786 B      11.44   $5,348   $7,500 71%                                           913587  
                                         34786 B      11.44   $4,586  $10,000 46%                                           912077  
                                         34786 B      11.44   $5,834   $7,500 78%                                           912070  
                                         34786 B      11.44   $3,913   $4,000 98%                                           904948  
                                         34786 B      11.44   $4,408   $3,995 110%                                          904425  
                                         34786 B      11.44   $5,786   $8,000 72%                                           890543  
                                         34786 B      11.44   $2,431   $1,795 135%                                          801208  
                                         34786 B      11.44   $2,500   $2,500 100%                                          796692  
                                         34786 B      11.44   $1,925   $1,800 107%                                          796680  
                                         34786 B      11.44   $2,045   $1,550 132%                                          794003  
                                         34786 B      11.44   $3,123   $2,600 120%                                          793664  
                                         34786 B      11.44   $2,574   $1,950 132%                                          793430  
                                         34786 C      11.44   $4,564   $4,500 101%                                          793041  
                                         34786 C      11.44   $3,218   $3,750 86%                                           793771  
                                         34786 C      11.44   $1,565   $1,392 112%                                          794283  
                                         34786 C      11.44   $4,899   $7,500 65%                                           796142  
                                         34786 C      11.44   $1,411   $1,600 88%                                           798626  
                                         34786 C      11.44   $4,211   $5,900 71%                                           911722  
                                         34786 C      11.44   $3,264   $2,795 117%                                          923197  
                                         34786 C      11.44   $6,667  $12,000 56%                                           911837  
                                         34786 C      11.44   $3,907   $8,500 46%                                           911879  
                                         34786 C      11.44   $2,641   $5,000 53%                                           911937  
                                         34786 C      11.44   $3,467   $4,200 83%                                           913492  
                                         34786 C      11.44   $2,928   $3,100 94%                                           786894  
                                         34786 C      11.44   $3,061   $4,000 77%                                           913498  
                                                                                                                                    
WINTER GARDEN                            34787 A      11.44   $1,387   $1,250 111%                                          779262  
                                         34787 A      11.44   $2,411   $1,950 124%                                          786032  
                                         34787 B      11.44   $1,843   $1,675 110%                                          784449  
                                         34787 B      11.44   $2,572   $2,300 112%                                          783746  
                                         34787 B      11.44   $1,072     $750 143%                                          781383  
                                         34787 B      11.44   $3,121   $1,950 160%                                          778868  
                                         34787 B      11.44   $1,838   $1,750 105%                                          778270  
                                         34787 B      11.44   $2,781   $3,200 87%                                           775541  
                                         34787 B      11.44            $1,795 %                                             772744  
                                         34787 B      11.44   $1,297   $1,300 100%                                          789818  
                                         34787 B      11.44   $1,667   $1,595 105%                                          788136  
                                         34787 B      11.44   $3,711   $2,295 162%                                          788005  
                                         34787 B      14.66   $6,711   $3,390 198%                                          777399  
                                         34787 B      11.44   $3,365   $2,132 158%                                          787880  
                                         34787 B      11.44   $2,735   $2,500 109%                                          787600  
                                         34787 C      11.44   $1,136   $1,167 97%                                           795622  
                                         34787 C      11.44   $1,739   $1,500 116%                                          784000  
                                         34787 C      11.44   $1,373     $817 168%                                          781878  
                                         34787 C      11.44   $1,159     $742 156%                                          781563  
                                         34787 C      11.44   $1,175     $800 147%                                          777956  
                                         34787 C      11.44   $1,086     $775 140%                                          770361  
                                         34787 C      11.44   $1,620   $1,400 116%                                          782488  
                                         34787 C      11.44   $1,159   $1,200 97%                                           782388  
                                         34787 C      11.44     $875     $750 117%                                          780591  
                                         34787 C      11.44     $400     $500 80%                                           775016  
                                         34787 C      11.44     $887     $795 112%                                          775000  
                                         34787 C      11.44   $1,171   $1,325 88%                                           795599  
                                                                                                                                    
WINTER PARK                              32789 A      11.44   $4,393   $6,800 65%                                          1093893  
                                         32789 A      11.44           $14,000 %                                            1093879  
                                         32789 A      11.44            $5,500 %                                            1088236  
                                         32789 A      11.44   $3,792   $3,800 100%                                         1097634  
                                         32789 B      11.44   $3,832   $4,500 85%                                           951489  
                                         32789 B      11.44   $1,411     $745 189%                                          966015  
                                         32789 B      11.44   $1,441     $950 152%                                          966632  
                                         32789 B      11.44   $2,865   $3,700 77%                                          1086504  
                                         32789 B      11.44   $1,467   $1,200 122%                                         1088367  
                                         32789 B      11.44   $3,263   $6,500 50%                                          1095367  
                                         32789 B      11.44   $1,258     $800 157%                                         1095697  
                                         32789 B      11.44   $1,831   $2,850 64%                                          1096130  
                                         32789 B      11.44   $1,362   $2,200 62%                                          1097738  
                                         32789 B      11.44   $1,650   $1,700 97%                                          1111656  
                                         32789 B      11.44   $3,193   $4,400 73%                                          1112451  
                                         32789 B      11.44   $4,247   $6,500 65%                                          1097137  
                                         32789 B      11.44   $2,189   $1,700 129%                                         1099510  
                                         32789 B      11.44   $1,375   $1,000 137%                                         1098572  
                                         32789 B      11.44   $1,375   $1,000 137%                                         1098572  
                                         32789 C      11.44   $1,087   $1,250 87%                                           951536  
                                         32789 C      11.44   $1,749   $2,500 70%                                          1099287  
                                         32789 C      11.44   $7,425  $12,500 59%                                          1095510  
                                         32789 C      11.44   $1,080     $900 120%                                          965630  
                                         32789 C      11.44            $5,000 %                                             951817  
                                         32789 C      18.72   $8,241     $600 1373%                                         967057  
                                         32789 C      11.44   $1,564   $1,900 82%                                          1098492  
                                         32789 C      11.44   $1,666   $1,600 104%                                         1097613  
                                         32789 C      11.44   $3,028   $4,695 64%                                          1097581  
                                         32789 C      11.44   $1,087   $1,095 99%                                           951541  
                                         32792 A      11.44   $1,402   $1,575 89%                                          1090757  
                                         32792 A      11.44   $1,113   $1,575 71%                                          1090754  
                                         32792 A      11.44     $953   $1,000 95%                                          1090760  
                                         32792 B      11.44   $1,085   $1,225 89%                                          1102215  
                                         32792 C      11.44     $983     $800 123%                                         1104584  
                                         32792 C      11.44   $1,951   $2,100 93%                                          1101607  
                                         32792 C      11.44   $1,239     $875 142%                                         1102863  
                                         32792 C      11.44     $972     $650 150%                                         1103011  
                                         32792 C      11.44     $972     $700 139%                                         1103032  
                                                                                                                                    

875 rows selected.

SQL> spool off
