SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
162,12,000,67650,00000,00000,South Palm Beach town,Florida,1171,1171,1174,1185
162,12,000,67675,00000,00000,South Pasadena city,Florida,4964,4964,4962,4968
162,12,000,68135,00000,00000,Southwest Ranches town,Florida,7345,7345,7361,7480
162,12,000,68275,00000,00000,Springfield city,Florida,8903,8902,8926,8954
162,12,000,68525,00000,00000,Starke city,Florida,5449,5446,5438,5389
162,12,000,68875,00000,00000,Stuart city,Florida,15593,15593,15612,15718
162,12,000,69555,00000,00000,Sunny Isles Beach city,Florida,20832,20832,20888,21327
162,12,000,69700,00000,00000,Sunrise city,Florida,84439,84439,84636,85995
162,12,000,70075,00000,00000,Surfside town,Florida,5744,5743,5759,5879
162,12,000,70345,00000,00000,Sweetwater city,Florida,13499,19952,20004,20424
162,12,000,70600,00000,00000,Tallahassee city,Florida,181376,181376,181626,182965
162,12,000,70675,00000,00000,Tamarac city,Florida,60427,60427,60567,61542
162,12,000,71000,00000,00000,Tampa city,Florida,335709,335709,336820,346037
162,12,000,71150,00000,00000,Tarpon Springs city,Florida,23484,23484,23477,23507
162,12,000,71225,00000,00000,Tavares city,Florida,13951,13957,13993,14133
162,12,000,71400,00000,00000,Temple Terrace city,Florida,24541,24543,24625,25314
162,12,000,71525,00000,00000,Tequesta village,Florida,5629,5629,5640,5693
162,12,000,71900,00000,00000,Titusville city,Florida,43761,43761,43798,43777
162,12,000,72325,00000,00000,Treasure Island city,Florida,6705,6705,6702,6711
162,12,000,72350,00000,00000,Trenton city,Florida,1999,1999,2003,2005
162,12,000,73025,00000,00000,Umatilla city,Florida,3456,3456,3466,3503
162,12,000,73675,00000,00000,Valparaiso city,Florida,5036,5036,5036,5094
162,12,000,73900,00000,00000,Venice city,Florida,20748,20748,20780,20897
162,12,000,74125,00000,00000,Vernon city,Florida,687,687,688,688
162,12,000,74150,00000,00000,Vero Beach city,Florida,15220,15222,15248,15318
162,12,000,74575,00000,00000,Virginia Gardens village,Florida,2375,2375,2381,2431
162,12,000,74925,00000,00000,Waldo city,Florida,1015,1015,1014,1023
162,12,000,75375,00000,00000,Wauchula city,Florida,5001,5023,5036,5053
162,12,000,75450,00000,00000,Wausau town,Florida,383,383,383,383
162,12,000,75600,00000,00000,Webster city,Florida,785,785,794,825
162,12,000,75625,00000,00000,Weeki Wachee city,Florida,12,12,12,12
162,12,000,75750,00000,00000,Welaka town,Florida,701,701,700,698
162,12,000,75812,00000,00000,Wellington village,Florida,56508,56508,56629,57163
162,12,000,76500,00000,00000,West Melbourne city,Florida,18355,18356,18371,18362
162,12,000,76525,00000,00000,West Miami city,Florida,5965,5965,5980,6105
162,12,000,76582,00000,00000,Weston city,Florida,65333,65333,65485,66544
162,12,000,76600,00000,00000,West Palm Beach city,Florida,99919,99920,100128,101043
162,12,000,76658,00000,00000,West Park city,Florida,14156,14156,14188,14417
162,12,000,76975,00000,00000,Westville town,Florida,289,289,288,288
162,12,000,77100,00000,00000,Wewahitchka city,Florida,1981,1981,1980,1977
162,12,000,77400,00000,00000,White Springs town,Florida,777,777,773,769
162,12,000,77675,00000,00000,Wildwood city,Florida,6709,6709,6779,7043
162,12,000,77825,00000,00000,Williston city,Florida,2768,2768,2764,2726
162,12,000,78000,00000,00000,Wilton Manors city,Florida,11632,11632,11659,11843
162,12,000,78050,00000,00000,Windermere town,Florida,2462,2462,2469,2514
162,12,000,78250,00000,00000,Winter Garden city,Florida,34568,34577,34664,35287
162,12,000,78275,00000,00000,Winter Haven city,Florida,33874,33874,33920,34291
162,12,000,78300,00000,00000,Winter Park city,Florida,27852,27852,27918,28398
162,12,000,78325,00000,00000,Winter Springs city,Florida,33282,33282,33320,33468
162,12,000,78775,00000,00000,Worthington Springs town,Florida,181,181,181,178
162,12,000,78925,00000,00000,Yankeetown town,Florida,502,502,501,494
162,12,000,79225,00000,00000,Zephyrhills city,Florida,13288,13288,13312,13337
162,12,000,79250,00000,00000,Zolfo Springs town,Florida,1827,1827,1834,1839
050,12,001,00000,00000,00000,Alachua County,Florida,247336,247336,247418,249365
157,12,001,00375,00000,00000,Alachua city,Florida,9059,9060,9062,9139
157,12,001,01775,00000,00000,Archer city,Florida,1118,1118,1119,1128
157,12,001,25175,00000,00000,Gainesville city,Florida,124354,124354,124394,125326
157,12,001,29275,00000,00000,Hawthorne city,Florida,1417,1417,1418,1428
157,12,001,30525,00000,00000,High Springs city,Florida,5350,5344,5347,5391
157,12,001,37300,00000,00000,La Crosse town,Florida,360,360,360,364
157,12,001,45225,00000,00000,Micanopy town,Florida,600,600,600,606
157,12,001,48200,00000,00000,Newberry city,Florida,4950,4954,4955,4997
157,12,001,74925,00000,00000,Waldo city,Florida,1015,1015,1014,1023
157,12,001,99990,00000,00000,Balance of Alachua County,Florida,99113,99114,99149,99963
050,12,003,00000,00000,00000,Baker County,Florida,27115,27115,27099,27154
157,12,003,26075,00000,00000,Glen St. Mary town,Florida,437,439,438,440
157,12,003,41950,00000,00000,Macclenny city,Florida,6374,6372,6369,6382
157,12,003,99990,00000,00000,Balance of Baker County,Florida,20304,20304,20292,20332
050,12,005,00000,00000,00000,Bay County,Florida,168852,168852,169295,169856
157,12,005,09725,00000,00000,Callaway city,Florida,14405,14405,14443,14493
157,12,005,41825,00000,00000,Lynn Haven city,Florida,18493,18493,18542,18607
157,12,005,44300,00000,00000,Mexico Beach city,Florida,1072,1072,1075,1078
157,12,005,54700,00000,00000,Panama City city,Florida,36484,36484,36576,36686
157,12,005,54725,00000,00000,Panama City Beach city,Florida,12018,12018,12050,12092
157,12,005,55075,00000,00000,Parker city,Florida,4317,4317,4329,4343
157,12,005,68275,00000,00000,Springfield city,Florida,8903,8902,8926,8954
157,12,005,99990,00000,00000,Balance of Bay County,Florida,73160,73161,73354,73603
050,12,007,00000,00000,00000,Bradford County,Florida,28520,28520,28483,28255
157,12,007,08725,00000,00000,Brooker town,Florida,338,338,337,334
157,12,007,28575,00000,00000,Hampton city,Florida,500,500,499,496
157,12,007,39700,00000,00000,Lawtey city,Florida,730,730,730,721
157,12,007,68525,00000,00000,Starke city,Florida,5449,5446,5438,5389
157,12,007,99990,00000,00000,Balance of Bradford County,Florida,21503,21506,21479,21315
050,12,009,00000,00000,00000,Brevard County,Florida,543376,543372,543828,543566
157,12,009,10250,00000,00000,Cape Canaveral city,Florida,9912,9912,9921,9916
157,12,009,13150,00000,00000,Cocoa city,Florida,17140,17140,17154,17147
157,12,009,13175,00000,00000,Cocoa Beach city,Florida,11231,11231,11240,11235
157,12,009,27256,00000,00000,Grant-Valkaria town,Florida,3850,3850,3854,3851
157,12,009,33375,00000,00000,Indialantic town,Florida,2720,2720,2723,2721
157,12,009,33450,00000,00000,Indian Harbour Beach city,Florida,8225,8225,8231,8228
157,12,009,42625,00000,00000,Malabar town,Florida,2757,2757,2760,2758
157,12,009,43975,00000,00000,Melbourne city,Florida,76068,76068,76131,76095
157,12,009,44000,00000,00000,Melbourne Beach town,Florida,3101,3101,3104,3102
157,12,009,44075,00000,00000,Melbourne Village town,Florida,662,662,662,663
157,12,009,54000,00000,00000,Palm Bay city,Florida,103190,103190,103278,103227
157,12,009,54425,00000,00000,Palm Shores town,Florida,900,900,900,900
157,12,009,61500,00000,00000,Rockledge city,Florida,24926,24926,24948,24935
157,12,009,64400,00000,00000,Satellite Beach city,Florida,10109,10109,10117,10113
157,12,009,71900,00000,00000,Titusville city,Florida,43761,43761,43798,43777
157,12,009,76500,00000,00000,West Melbourne city,Florida,18355,18356,18371,18362
157,12,009,99990,00000,00000,Balance of Brevard County,Florida,206469,206464,206636,206536
050,12,011,00000,00000,00000,Broward County,Florida,1748066,1748066,1752122,1780172
157,12,011,13275,00000,00000,Coconut Creek city,Florida,52909,52936,53061,53915
157,12,011,14125,00000,00000,Cooper City city,Florida,28547,28547,28614,29076
157,12,011,14400,00000,00000,Coral Springs city,Florida,121096,121098,121382,123338
157,12,011,16335,00000,00000,Dania Beach city,Florida,29639,29639,29709,30183
157,12,011,16475,00000,00000,Davie town,Florida,91992,91992,92205,93674
157,12,011,16725,00000,00000,Deerfield Beach city,Florida,75018,75018,75191,76389
157,12,011,24000,00000,00000,Fort Lauderdale city,Florida,165521,165521,165900,168528
157,12,011,28452,00000,00000,Hallandale Beach city,Florida,37113,37113,37200,37800
157,12,011,30850,00000,00000,Hillsboro Beach town,Florida,1875,1875,1879,1910
157,12,011,32000,00000,00000,Hollywood city,Florida,140768,140768,141095,143357
157,12,011,39475,00000,00000,Lauderdale-by-the-Sea town,Florida,6056,6056,6070,6168
157,12,011,39525,00000,00000,Lauderdale Lakes city,Florida,32593,32593,32667,33191
157,12,011,39550,00000,00000,Lauderhill city,Florida,66887,66887,67042,68117
157,12,011,39750,00000,00000,Lazy Lake village,Florida,24,24,24,24
157,12,011,40450,00000,00000,Lighthouse Point city,Florida,10344,10344,10369,10536
157,12,011,43125,00000,00000,Margate city,Florida,53284,53284,53407,54270
157,12,011,45975,00000,00000,Miramar city,Florida,122041,122041,122327,124302
157,12,011,49425,00000,00000,North Lauderdale city,Florida,41023,41023,41118,41782
157,12,011,50575,00000,00000,Oakland Park city,Florida,41363,41363,41459,42126
157,12,011,55125,00000,00000,Parkland city,Florida,23962,23960,24017,24404
157,12,011,55750,00000,00000,Pembroke Park town,Florida,6102,6102,6116,6214
157,12,011,55775,00000,00000,Pembroke Pines city,Florida,154750,154750,155109,157594
157,12,011,57425,00000,00000,Plantation city,Florida,84955,84955,85154,86524
157,12,011,58050,00000,00000,Pompano Beach city,Florida,99845,99845,100070,101617
157,12,011,64725,00000,00000,Sea Ranch Lakes village,Florida,670,670,672,682
157,12,011,68135,00000,00000,Southwest Ranches town,Florida,7345,7345,7361,7480
157,12,011,69700,00000,00000,Sunrise city,Florida,84439,84439,84636,85995
157,12,011,70675,00000,00000,Tamarac city,Florida,60427,60427,60567,61542
157,12,011,76582,00000,00000,Weston city,Florida,65333,65333,65485,66544
157,12,011,76658,00000,00000,West Park city,Florida,14156,14156,14188,14417
157,12,011,78000,00000,00000,Wilton Manors city,Florida,11632,11632,11659,11843
157,12,011,99990,00000,00000,Balance of Broward County,Florida,16357,16330,16369,16630
050,12,013,00000,00000,00000,Calhoun County,Florida,14625,14625,14633,14750
157,12,013,01000,00000,00000,Altha town,Florida,536,536,537,541
157,12,013,06925,00000,00000,Blountstown city,Florida,2514,2501,2502,2523
157,12,013,99990,00000,00000,Balance of Calhoun County,Florida,11575,11588,11594,11686
050,12,015,00000,00000,00000,Charlotte County,Florida,159978,159978,160124,160511
157,12,015,59200,00000,00000,Punta Gorda city,Florida,16641,16641,16657,16697
157,12,015,99990,00000,00000,Balance of Charlotte County,Florida,143337,143337,143467,143814
050,12,017,00000,00000,00000,Citrus County,Florida,141236,141234,141277,140031
157,12,017,15775,00000,00000,Crystal River city,Florida,3108,3110,3111,3086
157,12,017,33950,00000,00000,Inverness city,Florida,7210,7210,7212,7152
157,12,017,99990,00000,00000,Balance of Citrus County,Florida,130918,130914,130954,129793
050,12,019,00000,00000,00000,Clay County,Florida,190865,190865,191436,192370
157,12,019,27400,00000,00000,Green Cove Springs city,Florida,6908,6908,6927,6958
157,12,019,36475,00000,00000,Keystone Heights city,Florida,1350,1350,1354,1362
157,12,019,52125,00000,00000,Orange Park town,Florida,8412,8412,8436,8476
157,12,019,55875,00000,00000,Penney Farms town,Florida,749,749,751,754
157,12,019,99990,00000,00000,Balance of Clay County,Florida,173446,173446,173968,174820
050,12,021,00000,00000,00000,Collier County,Florida,321520,321520,322739,328134
157,12,021,21425,00000,00000,Everglades city,Florida,400,400,402,408
157,12,021,43083,00000,00000,Marco Island city,Florida,16413,16413,16475,16756
157,12,021,47625,00000,00000,Naples city,Florida,19537,19537,19611,19939
157,12,021,99990,00000,00000,Balance of Collier County,Florida,285170,285170,286251,291031
050,12,023,00000,00000,00000,Columbia County,Florida,67531,67532,67617,67485
157,12,023,24500,00000,00000,Fort White town,Florida,567,567,567,566
157,12,023,37775,00000,00000,Lake City city,Florida,12046,12034,12050,12026
157,12,023,99990,00000,00000,Balance of Columbia County,Florida,54918,54931,55000,54893
050,12,027,00000,00000,00000,DeSoto County,Florida,34862,34862,34950,34894
157,12,027,01750,00000,00000,Arcadia city,Florida,7637,7637,7657,7643
157,12,027,99990,00000,00000,Balance of DeSoto County,Florida,27225,27225,27293,27251
050,12,029,00000,00000,00000,Dixie County,Florida,16422,16422,16401,16486
157,12,029,15575,00000,00000,Cross City town,Florida,1728,1728,1726,1735
157,12,029,32650,00000,00000,Horseshoe Beach town,Florida,169,169,169,170
157,12,029,99990,00000,00000,Balance of Dixie County,Florida,14525,14525,14506,14581
050,12,031,00000,00000,00000,Duval County,Florida,864263,864263,865420,870709
157,12,031,02400,00000,00000,Atlantic Beach city,Florida,12655,12655,12672,12751
157,12,031,03250,00000,00000,Baldwin town,Florida,1425,1425,1426,1437
157,12,031,35000,00000,00000,Jacksonville city,Florida,821784,821784,822883,827908
157,12,031,35050,00000,00000,Jacksonville Beach city,Florida,21362,21362,21392,21523
157,12,031,48100,00000,00000,Neptune Beach city,Florida,7037,7037,7047,7090
050,12,033,00000,00000,00000,Escambia County,Florida,297619,297619,297964,299114
157,12,033,11362,00000,00000,Century town,Florida,1698,1698,1700,1706
157,12,033,55925,00000,00000,Pensacola city,Florida,51923,51923,51986,52197
157,12,033,99990,00000,00000,Balance of Escambia County,Florida,243998,243998,244278,245211
050,12,035,00000,00000,00000,Flagler County,Florida,95696,95696,96019,97376
157,12,035,06100,00000,00000,Beverly Beach town,Florida,338,338,339,344
157,12,035,09550,00000,00000,Bunnell city,Florida,2676,2676,2685,2717
157,12,035,22550,00000,00000,Flagler Beach city (pt.),Florida,4424,4424,4440,4503
157,12,035,43250,00000,00000,Marineland town (pt.),Florida,16,16,16,16
157,12,035,54200,00000,00000,Palm Coast city,Florida,75180,75176,75430,76499
157,12,035,99990,00000,00000,Balance of Flagler County,Florida,13062,13066,13109,13297
050,12,037,00000,00000,00000,Franklin County,Florida,11549,11549,11568,11596
157,12,037,01625,00000,00000,Apalachicola city,Florida,2231,2231,2236,2242
157,12,037,10725,00000,00000,Carrabelle city,Florida,2778,2778,2780,2785
157,12,037,99990,00000,00000,Balance of Franklin County,Florida,6540,6540,6552,6569
050,12,039,00000,00000,00000,Gadsden County,Florida,46389,46389,46422,46151
157,12,039,11800,00000,00000,Chattahoochee city,Florida,3652,3648,3650,3636
157,12,039,27550,00000,00000,Greensboro town,Florida,602,645,645,642
157,12,039,27650,00000,00000,Gretna city,Florida,1460,1459,1459,1452
157,12,039,29150,00000,00000,Havana town,Florida,1754,1753,1754,1743
157,12,039,45425,00000,00000,Midway city,Florida,3004,3004,3007,2987
157,12,039,59325,00000,00000,Quincy city,Florida,7972,7973,7979,7933
157,12,039,99990,00000,00000,Balance of Gadsden County,Florida,27945,29264,29285,29115
050,12,041,00000,00000,00000,Gilchrist County,Florida,16939,16939,16977,17004
157,12,041,04975,00000,00000,Bell town,Florida,456,456,459,459
157,12,041,21850,00000,00000,Fanning Springs city (pt.),Florida,278,278,278,279
157,12,041,72350,00000,00000,Trenton city,Florida,1999,1999,2003,2005
157,12,041,99990,00000,00000,Balance of Gilchrist County,Florida,14206,14206,14237,14261
050,12,043,00000,00000,00000,Glades County,Florida,12884,12884,12839,12635
157,12,043,46550,00000,00000,Moore Haven city,Florida,1680,1680,1674,1643
157,12,043,99990,00000,00000,Balance of Glades County,Florida,11204,11204,11165,10992
050,12,045,00000,00000,00000,Gulf County,Florida,15863,15863,15856,15844
157,12,045,58675,00000,00000,Port St. Joe city,Florida,3445,3445,3444,3440
157,12,045,77100,00000,00000,Wewahitchka city,Florida,1981,1981,1980,1977
157,12,045,99990,00000,00000,Balance of Gulf County,Florida,10437,10437,10432,10427
050,12,047,00000,00000,00000,Hamilton County,Florida,14799,14799,14736,14671
157,12,047,35375,00000,00000,Jasper city,Florida,4546,4546,4537,4528
157,12,047,35525,00000,00000,Jennings town,Florida,878,878,875,869
157,12,047,77400,00000,00000,White Springs town,Florida,777,777,773,769
157,12,047,99990,00000,00000,Balance of Hamilton County,Florida,8598,8598,8551,8505
050,12,049,00000,00000,00000,Hardee County,Florida,27731,27731,27809,27887
157,12,049,07775,00000,00000,Bowling Green city,Florida,2930,2930,2938,2947
157,12,049,75375,00000,00000,Wauchula city,Florida,5001,5023,5036,5053
157,12,049,79250,00000,00000,Zolfo Springs town,Florida,1827,1827,1834,1839
157,12,049,99990,00000,00000,Balance of Hardee County,Florida,17973,17951,18001,18048
050,12,051,00000,00000,00000,Hendry County,Florida,39140,39140,39139,39089
157,12,051,13000,00000,00000,Clewiston city,Florida,7155,7155,7156,7146
157,12,051,37225,00000,00000,LaBelle city,Florida,4640,4659,4658,4653
157,12,051,99990,00000,00000,Balance of Hendry County,Florida,27345,27326,27325,27290
050,12,053,00000,00000,00000,Hernando County,Florida,172778,172778,173022,173094
157,12,053,08800,00000,00000,Brooksville city,Florida,7719,7721,7732,7735
157,12,053,75625,00000,00000,Weeki Wachee city,Florida,12,12,12,12
157,12,053,99990,00000,00000,Balance of Hernando County,Florida,165047,165045,165278,165347
050,12,055,00000,00000,00000,Highlands County,Florida,98786,98786,98750,98630
157,12,055,02750,00000,00000,Avon Park city,Florida,8836,8838,8834,8825
157,12,055,38625,00000,00000,Lake Placid town,Florida,2223,2223,2223,2219
157,12,055,64875,00000,00000,Sebring city,Florida,10491,10489,10486,10474
157,12,055,99990,00000,00000,Balance of Highlands County,Florida,77236,77236,77207,77112
050,12,057,00000,00000,00000,Hillsborough County,Florida,1229226,1229226,1233373,1267775
157,12,057,57550,00000,00000,Plant City city,Florida,34721,34714,34833,35817
157,12,057,71000,00000,00000,Tampa city,Florida,335709,335709,336820,346037
157,12,057,71400,00000,00000,Temple Terrace city,Florida,24541,24543,24625,25314
157,12,057,99990,00000,00000,Balance of Hillsborough County,Florida,834255,834260,837095,860607
050,12,059,00000,00000,00000,Holmes County,Florida,19927,19927,19864,19873
157,12,059,07450,00000,00000,Bonifay city,Florida,2793,2804,2794,2796
157,12,059,21250,00000,00000,Esto town,Florida,364,364,363,362
157,12,059,48900,00000,00000,Noma town,Florida,211,211,210,210
157,12,059,58175,00000,00000,Ponce de Leon town,Florida,598,598,596,598
157,12,059,76975,00000,00000,Westville town,Florida,289,289,288,288
157,12,059,99990,00000,00000,Balance of Holmes County,Florida,15672,15661,15613,15619
050,12,061,00000,00000,00000,Indian River County,Florida,138028,138028,138268,138894
157,12,061,22100,00000,00000,Fellsmere city,Florida,5197,5197,5207,5229
157,12,061,33600,00000,00000,Indian River Shores town,Florida,3901,3899,3906,3924
157,12,061,52175,00000,00000,Orchid town,Florida,415,415,416,418
157,12,061,64825,00000,00000,Sebastian city,Florida,21929,21929,21967,22067
157,12,061,74150,00000,00000,Vero Beach city,Florida,15220,15222,15248,15318
157,12,061,99990,00000,00000,Balance of Indian River County,Florida,91366,91366,91524,91938
050,12,063,00000,00000,00000,Jackson County,Florida,49746,49746,49687,49292
157,12,063,00625,00000,00000,Alford town,Florida,489,489,488,483
157,12,063,03725,00000,00000,Bascom town,Florida,121,121,121,120
157,12,063,09900,00000,00000,Campbellton town,Florida,230,230,230,227
157,12,063,14850,00000,00000,Cottondale town,Florida,933,933,931,923
157,12,063,27000,00000,00000,Graceville city,Florida,2278,2278,2275,2258
157,12,063,27175,00000,00000,Grand Ridge town,Florida,892,895,894,885
157,12,063,27600,00000,00000,Greenwood town,Florida,686,686,685,678
157,12,063,35200,00000,00000,Jacob City city,Florida,250,250,250,247
157,12,063,42650,00000,00000,Malone town,Florida,2088,2088,2087,2081
157,12,063,43175,00000,00000,Marianna city,Florida,6102,6103,6095,6043
157,12,063,66725,00000,00000,Sneads town,Florida,1849,1849,1846,1830
157,12,063,99990,00000,00000,Balance of Jackson County,Florida,33828,33824,33785,33517
050,12,065,00000,00000,00000,Jefferson County,Florida,14761,14761,14761,14658
157,12,065,46500,00000,00000,Monticello city,Florida,2506,2506,2505,2487
157,12,065,99990,00000,00000,Balance of Jefferson County,Florida,12255,12255,12256,12171
050,12,067,00000,00000,00000,Lafayette County,Florida,8870,8870,8894,8942
157,12,067,43575,00000,00000,Mayo town,Florida,1237,1232,1237,1243
157,12,067,99990,00000,00000,Balance of Lafayette County,Florida,7633,7638,7657,7699
050,12,069,00000,00000,00000,Lake County,Florida,297052,297052,297875,301019
157,12,069,02250,00000,00000,Astatula town,Florida,1810,1810,1814,1836
157,12,069,12925,00000,00000,Clermont city,Florida,28742,28740,28819,29126
157,12,069,21350,00000,00000,Eustis city,Florida,18558,18558,18610,18805
157,12,069,24975,00000,00000,Fruitland Park city,Florida,4078,4078,4090,4132
157,12,069,27800,00000,00000,Groveland city,Florida,8729,8729,8752,8846
157,12,069,32775,00000,00000,Howey-in-the-Hills town,Florida,1098,1103,1106,1118
157,12,069,37375,00000,00000,Lady Lake town,Florida,13926,13926,13965,14111
157,12,069,39875,00000,00000,Leesburg city,Florida,20117,20125,20179,20390
157,12,069,43425,00000,00000,Mascotte city,Florida,5101,5105,5120,5175
157,12,069,45900,00000,00000,Minneola city,Florida,9403,9403,9431,9531
157,12,069,46525,00000,00000,Montverde town,Florida,1463,1463,1467,1482
157,12,069,47050,00000,00000,Mount Dora city,Florida,12370,12370,12404,12534
157,12,069,71225,00000,00000,Tavares city,Florida,13951,13957,13993,14133
157,12,069,73025,00000,00000,Umatilla city,Florida,3456,3456,3466,3503
157,12,069,99990,00000,00000,Balance of Lake County,Florida,154250,154229,154659,156297
050,12,071,00000,00000,00000,Lee County,Florida,618754,618754,620450,631330
157,12,071,07525,00000,00000,Bonita Springs city,Florida,43914,43914,44036,44816
157,12,071,10275,00000,00000,Cape Coral city,Florida,154305,154305,154734,157476
157,12,071,24125,00000,00000,Fort Myers city,Florida,62298,62296,62460,63512
157,12,071,24150,00000,00000,Fort Myers Beach town,Florida,6277,6277,6294,6406
157,12,071,63700,00000,00000,Sanibel city,Florida,6469,6469,6487,6602
157,12,071,99990,00000,00000,Balance of Lee County,Florida,345491,345493,346439,352518
050,12,073,00000,00000,00000,Leon County,Florida,275487,275487,275876,277971
157,12,073,70600,00000,00000,Tallahassee city,Florida,181376,181376,181626,182965
157,12,073,99990,00000,00000,Balance of Leon County,Florida,94111,94111,94250,95006
050,12,075,00000,00000,00000,Levy County,Florida,40801,40801,40730,40156
157,12,075,08700,00000,00000,Bronson town,Florida,1113,1113,1111,1096
157,12,075,11225,00000,00000,Cedar Key city,Florida,702,705,703,693
157,12,075,11925,00000,00000,Chiefland city,Florida,2245,2245,2240,2209
157,12,075,21850,00000,00000,Fanning Springs city (pt.),Florida,486,486,486,479
157,12,075,33800,00000,00000,Inglis town,Florida,1325,1325,1323,1304
157,12,075,53500,00000,00000,Otter Creek town,Florida,134,134,134,132
157,12,075,77825,00000,00000,Williston city,Florida,2768,2768,2764,2726
157,12,075,78925,00000,00000,Yankeetown town,Florida,502,502,501,494
157,12,075,99990,00000,00000,Balance of Levy County,Florida,31526,31523,31468,31023
050,12,077,00000,00000,00000,Liberty County,Florida,8365,8365,8357,8314
157,12,077,08600,00000,00000,Bristol city,Florida,996,995,994,989
157,12,077,99990,00000,00000,Balance of Liberty County,Florida,7369,7370,7363,7325
050,12,079,00000,00000,00000,Madison County,Florida,19224,19226,19234,19115
157,12,079,27575,00000,00000,Greenville town,Florida,843,835,835,830
157,12,079,39850,00000,00000,Lee town,Florida,352,352,352,349
157,12,079,42425,00000,00000,Madison city,Florida,2843,2843,2845,2826
157,12,079,99990,00000,00000,Balance of Madison County,Florida,15186,15196,15202,15110
050,12,081,00000,00000,00000,Manatee County,Florida,322833,322833,323453,327142
157,12,081,01475,00000,00000,Anna Maria city,Florida,1503,1503,1506,1524
157,12,081,07950,00000,00000,Bradenton city,Florida,49546,49546,49639,50193
157,12,081,07975,00000,00000,Bradenton Beach city,Florida,1171,1171,1173,1187
157,12,081,32150,00000,00000,Holmes Beach city,Florida,3836,3836,3844,3888
157,12,081,41150,00000,00000,Longboat Key town (pt.),Florida,2398,2398,2403,2430
157,12,081,54250,00000,00000,Palmetto city,Florida,12606,12606,12629,12774
157,12,081,99990,00000,00000,Balance of Manatee County,Florida,251773,251773,252259,255146
050,12,083,00000,00000,00000,Marion County,Florida,331298,331298,331407,332529
157,12,083,05375,00000,00000,Belleview city,Florida,4492,4492,4494,4509
157,12,083,18675,00000,00000,Dunnellon city,Florida,1733,1733,1734,1740
157,12,083,42150,00000,00000,McIntosh town,Florida,452,450,450,452
157,12,083,50750,00000,00000,Ocala city,Florida,56315,56315,56333,56517
157,12,083,59675,00000,00000,Reddick town,Florida,506,506,506,508
157,12,083,99990,00000,00000,Balance of Marion County,Florida,267800,267802,267890,268803
050,12,085,00000,00000,00000,Martin County,Florida,146318,146318,146488,147495
157,12,085,35925,00000,00000,Jupiter Island town,Florida,817,817,817,823
157,12,085,50900,00000,00000,Ocean Breeze Park town,Florida,355,355,355,358
157,12,085,65225,00000,00000,Sewall's Point town,Florida,1996,1996,2000,2013
157,12,085,68875,00000,00000,Stuart city,Florida,15593,15593,15612,15718
157,12,085,99990,00000,00000,Balance of Martin County,Florida,127557,127557,127704,128583
050,12,086,00000,00000,00000,Miami-Dade County,Florida,2496435,2496435,2503034,2554766
157,12,086,02681,00000,00000,Aventura city,Florida,35762,35762,35858,36610
157,12,086,03275,00000,00000,Bal Harbour village,Florida,2513,2514,2521,2574
157,12,086,03975,00000,00000,Bay Harbor Islands town,Florida,5628,5628,5644,5762
157,12,086,06600,00000,00000,Biscayne Park village,Florida,3055,3055,3062,3126
157,12,086,14250,00000,00000,Coral Gables city,Florida,46780,46780,46894,47783
157,12,086,15968,00000,00000,Cutler Bay town,Florida,40286,40286,40392,41236
157,12,086,17935,00000,00000,Doral city,Florida,45704,45704,45827,46789
157,12,086,20650,00000,00000,El Portal village,Florida,2325,2325,2331,2380
157,12,086,22975,00000,00000,Florida City city,Florida,11245,11245,11275,11511
157,12,086,26250,00000,00000,Golden Beach town,Florida,919,919,921,940
157,12,086,30000,00000,00000,Hialeah city,Florida,224669,224669,225269,229969
157,12,086,30025,00000,00000,Hialeah Gardens city,Florida,21744,21744,21803,22257
157,12,086,32275,00000,00000,Homestead city,Florida,60512,60512,60673,61940
157,12,086,33425,00000,00000,Indian Creek village,Florida,86,86,86,88
157,12,086,36300,00000,00000,Key Biscayne village,Florida,12344,12344,12378,12637
157,12,086,43900,00000,00000,Medley town,Florida,838,838,840,857
157,12,086,45000,00000,00000,Miami city,Florida,399457,399457,400509,408750
157,12,086,45025,00000,00000,Miami Beach city,Florida,87779,87779,88012,89840
157,12,086,45060,00000,00000,Miami Gardens city,Florida,107167,107167,107452,109680
157,12,086,45100,00000,00000,Miami Lakes town,Florida,29361,29361,29439,30057
157,12,086,45175,00000,00000,Miami Shores village,Florida,10493,10493,10519,10720
157,12,086,45200,00000,00000,Miami Springs city,Florida,13809,13809,13845,14129
157,12,086,49225,00000,00000,North Bay Village city,Florida,7137,7137,7156,7305
157,12,086,49450,00000,00000,North Miami city,Florida,58786,58786,58939,60143
157,12,086,49475,00000,00000,North Miami Beach city,Florida,41523,41523,41635,42504
157,12,086,51650,00000,00000,Opa-locka city,Florida,15219,15219,15259,15579
157,12,086,54275,00000,00000,Palmetto Bay village,Florida,23410,23410,23473,23964
157,12,086,56625,00000,00000,Pinecrest village,Florida,18223,18223,18273,18657
157,12,086,67550,00000,00000,South Miami city,Florida,11657,11657,11688,11932
157,12,086,69555,00000,00000,Sunny Isles Beach city,Florida,20832,20832,20888,21327
