SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012
157,12,079,42425,00000,00000,Madison city,Florida,2843,2843,2839,2807,2769
157,12,079,99990,00000,00000,Balance of Madison County,Florida,15186,15191,15221,15115,14974
050,12,081,00000,00000,00000,Manatee County,Florida,322833,322833,323506,327291,333895
157,12,081,01475,00000,00000,Anna Maria city,Florida,1503,1503,1505,1524,1549
157,12,081,07950,00000,00000,Bradenton city,Florida,49546,49560,49635,49986,50672
157,12,081,07975,00000,00000,Bradenton Beach city,Florida,1171,1171,1172,1177,1190
157,12,081,32150,00000,00000,Holmes Beach city,Florida,3836,3836,3843,3890,3960
157,12,081,41150,00000,00000,Longboat Key town (pt.),Florida,2398,2398,2400,2414,2444
157,12,081,54250,00000,00000,Palmetto city,Florida,12606,12645,12677,12727,12852
157,12,081,99990,00000,00000,Balance of Manatee County,Florida,251773,251720,252274,255573,261228
050,12,083,00000,00000,00000,Marion County,Florida,331298,331298,331407,332472,335125
157,12,083,05375,00000,00000,Belleview city,Florida,4492,4492,4493,4499,4522
157,12,083,18675,00000,00000,Dunnellon city,Florida,1733,1733,1733,1735,1746
157,12,083,42150,00000,00000,McIntosh town,Florida,452,450,450,451,453
157,12,083,50750,00000,00000,Ocala city,Florida,56315,56324,56354,56603,56945
157,12,083,59675,00000,00000,Reddick town,Florida,506,506,506,506,508
157,12,083,99990,00000,00000,Balance of Marion County,Florida,267800,267793,267871,268678,270951
050,12,085,00000,00000,00000,Martin County,Florida,146318,146318,146477,147315,148817
157,12,085,35925,00000,00000,Jupiter Island town,Florida,817,817,818,826,837
157,12,085,50900,00000,00000,Ocean Breeze Park town,Florida,355,355,355,354,354
157,12,085,65225,00000,00000,Sewall's Point town,Florida,1996,1996,2001,2014,2041
157,12,085,68875,00000,00000,Stuart city,Florida,15593,15594,15608,15693,15841
157,12,085,99990,00000,00000,Balance of Martin County,Florida,127557,127556,127695,128428,129744
050,12,086,00000,00000,00000,Miami-Dade County,Florida,2496435,2496457,2504614,2565440,2591035
157,12,086,02681,00000,00000,Aventura city,Florida,35762,35762,35881,36677,36981
157,12,086,03275,00000,00000,Bal Harbour village,Florida,2513,2514,2522,2577,2597
157,12,086,03975,00000,00000,Bay Harbor Islands town,Florida,5628,5628,5644,5763,5821
157,12,086,06600,00000,00000,Biscayne Park village,Florida,3055,3074,3083,3144,3164
157,12,086,14250,00000,00000,Coral Gables city,Florida,46780,46776,46988,48042,49411
157,12,086,15968,00000,00000,Cutler Bay town,Florida,40286,40286,40453,41678,42221
157,12,086,17935,00000,00000,Doral city,Florida,45704,45709,45931,47424,48134
157,12,086,20650,00000,00000,El Portal village,Florida,2325,2325,2331,2377,2391
157,12,086,22975,00000,00000,Florida City city,Florida,11245,11245,11285,11819,11913
157,12,086,26250,00000,00000,Golden Beach town,Florida,919,919,922,941,947
157,12,086,30000,00000,00000,Hialeah city,Florida,224669,224667,225372,230179,231941
157,12,086,30025,00000,00000,Hialeah Gardens city,Florida,21744,21744,21814,22291,22495
157,12,086,32275,00000,00000,Homestead city,Florida,60512,60509,60764,62468,63190
157,12,086,33425,00000,00000,Indian Creek village,Florida,86,86,86,88,89
157,12,086,36300,00000,00000,Key Biscayne village,Florida,12344,12344,12384,12659,12762
157,12,086,43900,00000,00000,Medley town,Florida,838,838,839,853,856
157,12,086,45000,00000,00000,Miami city,Florida,399457,399508,400733,410335,413892
157,12,086,45025,00000,00000,Miami Beach city,Florida,87779,87784,88110,89946,90588
157,12,086,45060,00000,00000,Miami Gardens city,Florida,107167,107163,107486,109847,110754
157,12,086,45100,00000,00000,Miami Lakes town,Florida,29361,29364,29468,30148,30396
157,12,086,45175,00000,00000,Miami Shores village,Florida,10493,10329,10358,10550,10609
157,12,086,45200,00000,00000,Miami Springs city,Florida,13809,13809,13849,14135,14231
157,12,086,49225,00000,00000,North Bay Village city,Florida,7137,7137,7159,7310,7362
157,12,086,49450,00000,00000,North Miami city,Florida,58786,58763,58935,60150,60565
157,12,086,49475,00000,00000,North Miami Beach city,Florida,41523,41523,41665,42605,42971
157,12,086,51650,00000,00000,Opa-locka city,Florida,15219,15219,15270,15592,15701
157,12,086,54275,00000,00000,Palmetto Bay village,Florida,23410,23408,23483,23993,24180
157,12,086,56625,00000,00000,Pinecrest village,Florida,18223,18223,18288,18712,18887
157,12,086,67550,00000,00000,South Miami city,Florida,11657,11657,11694,11940,12028
157,12,086,69555,00000,00000,Sunny Isles Beach city,Florida,20832,20832,20898,21354,21522
157,12,086,70075,00000,00000,Surfside town,Florida,5744,5743,5760,5882,5924
157,12,086,70345,00000,00000,Sweetwater city,Florida,13499,19958,20016,20427,20566
157,12,086,74575,00000,00000,Virginia Gardens village,Florida,2375,2375,2381,2431,2448
157,12,086,76525,00000,00000,West Miami city,Florida,5965,5965,5983,6128,6185
157,12,086,99990,00000,00000,Balance of Miami-Dade County,Florida,1109589,1103271,1106779,1134975,1147313
050,12,087,00000,00000,00000,Monroe County,Florida,73090,73090,73201,74010,74809
157,12,087,34132,00000,00000,"Islamorada, Village of Islands village",Florida,6119,6117,6133,6199,6279
157,12,087,36325,00000,00000,Key Colony Beach city,Florida,797,797,798,805,814
157,12,087,36550,00000,00000,Key West city,Florida,24649,24649,24677,24840,25057
157,12,087,39725,00000,00000,Layton city,Florida,184,184,184,185,186
157,12,087,43000,00000,00000,Marathon city,Florida,8297,8297,8309,8385,8461
157,12,087,99990,00000,00000,Balance of Monroe County,Florida,33044,33046,33100,33596,34012
050,12,089,00000,00000,00000,Nassau County,Florida,73314,73314,73522,74137,74629
157,12,089,09700,00000,00000,Callahan town,Florida,1123,1123,1132,1146,1157
157,12,089,22175,00000,00000,Fernandina Beach city,Florida,11487,11487,11513,11619,11705
157,12,089,30750,00000,00000,Hilliard town,Florida,3086,3086,3089,3096,3092
157,12,089,99990,00000,00000,Balance of Nassau County,Florida,57618,57618,57788,58276,58675
050,12,091,00000,00000,00000,Okaloosa County,Florida,180822,180822,180748,183266,190083
157,12,091,12325,00000,00000,Cinco Bayou town,Florida,383,383,383,388,403
157,12,091,15475,00000,00000,Crestview city,Florida,20978,20978,21017,21427,22351
157,12,091,17325,00000,00000,Destin city,Florida,12305,12305,12295,12420,12809
157,12,091,24475,00000,00000,Fort Walton Beach city,Florida,19507,19510,19494,19694,20293
157,12,091,39650,00000,00000,Laurel Hill city,Florida,537,537,537,542,561
157,12,091,43375,00000,00000,Mary Esther city,Florida,3851,3851,3850,3910,4059
157,12,091,48750,00000,00000,Niceville city,Florida,12749,12749,12750,13009,13587
157,12,091,65425,00000,00000,Shalimar town,Florida,717,717,716,728,758
157,12,091,73675,00000,00000,Valparaiso city,Florida,5036,5036,5031,4995,5111
157,12,091,99990,00000,00000,Balance of Okaloosa County,Florida,104759,104756,104675,106153,110151
050,12,093,00000,00000,00000,Okeechobee County,Florida,39996,39996,40009,39551,39467
157,12,093,51200,00000,00000,Okeechobee city,Florida,5621,5621,5628,5589,5585
157,12,093,99990,00000,00000,Balance of Okeechobee County,Florida,34375,34375,34381,33962,33882
050,12,095,00000,00000,00000,Orange County,Florida,1145956,1145956,1148845,1171018,1202234
157,12,095,01700,00000,00000,Apopka city,Florida,41542,41604,41828,43179,44474
157,12,095,04150,00000,00000,Bay Lake city,Florida,47,47,47,48,49
157,12,095,05300,00000,00000,Belle Isle city,Florida,5988,5988,6004,6117,6277
157,12,095,19650,00000,00000,Eatonville town,Florida,2159,2159,2163,2192,2229
157,12,095,19900,00000,00000,Edgewood city,Florida,2503,2503,2509,2557,2624
157,12,095,37625,00000,00000,Lake Buena Vista city,Florida,10,10,10,10,10
157,12,095,42575,00000,00000,Maitland city,Florida,15751,15751,15781,16031,16337
157,12,095,50525,00000,00000,Oakland town,Florida,2538,2538,2544,2592,2658
157,12,095,51075,00000,00000,Ocoee city,Florida,35579,35731,35933,37084,38354
157,12,095,53000,00000,00000,Orlando city,Florida,238300,238304,238893,243329,249562
157,12,095,78050,00000,00000,Windermere town,Florida,2462,2462,2468,2515,2580
157,12,095,78250,00000,00000,Winter Garden city,Florida,34568,34684,34896,35865,37063
157,12,095,78300,00000,00000,Winter Park city,Florida,27852,27852,27945,28392,28924
157,12,095,99990,00000,00000,Balance of Orange County,Florida,736657,736323,737824,751107,771093
050,12,097,00000,00000,00000,Osceola County,Florida,268685,268685,269746,277601,287416
157,12,097,36950,00000,00000,Kissimmee city,Florida,59682,59649,59786,61283,63369
157,12,097,62625,00000,00000,St. Cloud city,Florida,35183,36035,36223,37563,39171
157,12,097,99990,00000,00000,Balance of Osceola County,Florida,173820,173001,173737,178755,184876
050,12,099,00000,00000,00000,Palm Beach County,Florida,1320134,1320134,1324058,1337512,1356545
157,12,099,02500,00000,00000,Atlantis city,Florida,2005,2005,2009,2026,2050
157,12,099,05200,00000,00000,Belle Glade city,Florida,17467,17461,17497,17633,17817
157,12,099,07300,00000,00000,Boca Raton city,Florida,84392,84392,85159,86499,87836
157,12,099,07875,00000,00000,Boynton Beach city,Florida,68217,68217,68363,68893,70101
157,12,099,08575,00000,00000,Briny Breezes town,Florida,601,601,601,601,603
157,12,099,13050,00000,00000,Cloud Lake town,Florida,135,135,135,136,138
157,12,099,17100,00000,00000,Delray Beach city,Florida,60522,60580,60796,61527,62357
157,12,099,26050,00000,00000,Glen Ridge town,Florida,219,219,219,221,224
157,12,099,26550,00000,00000,Golf village,Florida,252,252,253,255,260
157,12,099,27322,00000,00000,Greenacres city,Florida,37573,37578,37676,37987,38467
157,12,099,28275,00000,00000,Gulf Stream town,Florida,786,786,788,795,806
157,12,099,29200,00000,00000,Haverhill town,Florida,1873,1873,1877,1891,1912
157,12,099,30200,00000,00000,Highland Beach town,Florida,3539,3539,3546,3575,3618
157,12,099,33150,00000,00000,Hypoluxo town,Florida,2588,2588,2594,2615,2646
157,12,099,35850,00000,00000,Juno Beach town,Florida,3176,3176,3184,3208,3247
157,12,099,35875,00000,00000,Jupiter town,Florida,55156,55276,55448,56204,57221
157,12,099,35900,00000,00000,Jupiter Inlet Colony town,Florida,400,400,401,404,413
157,12,099,37800,00000,00000,Lake Clarke Shores town,Florida,3376,3376,3384,3411,3450
157,12,099,38600,00000,00000,Lake Park town,Florida,8155,8155,8169,8226,8314
157,12,099,39075,00000,00000,Lake Worth city,Florida,34910,34910,34994,35288,35786
157,12,099,39375,00000,00000,Lantana town,Florida,10423,10423,10442,10514,10627
157,12,099,41577,00000,00000,Loxahatchee Groves town,Florida,3180,3180,3187,3216,3262
157,12,099,42700,00000,00000,Manalapan town,Florida,406,406,407,414,427
157,12,099,42900,00000,00000,Mangonia Park town,Florida,1888,1888,1892,1906,1928
157,12,099,49600,00000,00000,North Palm Beach village,Florida,12015,12013,12035,12131,12272
157,12,099,50950,00000,00000,Ocean Ridge town,Florida,1786,1786,1789,1806,1827
157,12,099,53800,00000,00000,Pahokee city,Florida,5649,5649,5777,5929,5962
157,12,099,54025,00000,00000,Palm Beach town,Florida,8348,8348,8365,8428,8532
157,12,099,54075,00000,00000,Palm Beach Gardens city,Florida,48452,48454,48582,49128,49889
157,12,099,54150,00000,00000,Palm Beach Shores town,Florida,1142,1142,1145,1154,1169
157,12,099,54450,00000,00000,Palm Springs village,Florida,18928,19872,19908,20088,20342
157,12,099,60975,00000,00000,Riviera Beach city,Florida,32488,32488,32547,32776,33129
157,12,099,62100,00000,00000,Royal Palm Beach village,Florida,34140,34140,34232,34576,35162
157,12,099,67175,00000,00000,South Bay city,Florida,4876,4876,4882,4902,4924
157,12,099,67650,00000,00000,South Palm Beach town,Florida,1171,1171,1174,1182,1196
157,12,099,71525,00000,00000,Tequesta village,Florida,5629,5629,5642,5694,5763
157,12,099,75812,00000,00000,Wellington village,Florida,56508,56712,56865,57556,58679
157,12,099,76600,00000,00000,West Palm Beach city,Florida,99919,99923,100106,100808,101903
157,12,099,99990,00000,00000,Balance of Palm Beach County,Florida,587844,586515,587988,593909,602286
050,12,101,00000,00000,00000,Pasco County,Florida,464697,464697,465493,466575,470391
157,12,101,16125,00000,00000,Dade City city,Florida,6437,6445,6452,6468,6510
157,12,101,48500,00000,00000,New Port Richey city,Florida,14911,14903,14903,14891,14934
157,12,101,58600,00000,00000,Port Richey city,Florida,2671,2671,2671,2663,2670
157,12,101,62775,00000,00000,St. Leo town,Florida,1340,1337,1351,1367,1369
157,12,101,63375,00000,00000,San Antonio city,Florida,1138,1138,1139,1140,1148
157,12,101,79225,00000,00000,Zephyrhills city,Florida,13288,13256,13270,13703,13830
157,12,101,99990,00000,00000,Balance of Pasco County,Florida,424912,424947,425707,426343,429930
050,12,103,00000,00000,00000,Pinellas County,Florida,916542,916542,916402,917434,921319
157,12,103,05075,00000,00000,Belleair town,Florida,3869,3869,3868,3877,3895
157,12,103,05100,00000,00000,Belleair Beach city,Florida,1560,1560,1560,1562,1570
157,12,103,05125,00000,00000,Belleair Bluffs city,Florida,2031,2031,2031,2032,2042
157,12,103,05150,00000,00000,Belleair Shore town,Florida,109,109,109,109,110
157,12,103,12875,00000,00000,Clearwater city,Florida,107685,108258,108206,108273,108732
157,12,103,18575,00000,00000,Dunedin city,Florida,35321,35321,35299,35299,35444
157,12,103,28175,00000,00000,Gulfport city,Florida,12029,12029,12021,12020,12066
157,12,103,33625,00000,00000,Indian Rocks Beach city,Florida,4113,4113,4111,4118,4140
157,12,103,33675,00000,00000,Indian Shores town,Florida,1420,1420,1419,1422,1429
157,12,103,36175,00000,00000,Kenneth City town,Florida,4980,4980,4977,4978,4995
157,12,103,39425,00000,00000,Largo city,Florida,77648,77849,77774,77676,77878
157,12,103,42400,00000,00000,Madeira Beach city,Florida,4263,4263,4262,4266,4283
157,12,103,49725,00000,00000,North Redington Beach town,Florida,1417,1417,1417,1418,1426
157,12,103,51350,00000,00000,Oldsmar city,Florida,13591,13622,13615,13632,13703
157,12,103,56975,00000,00000,Pinellas Park city,Florida,49079,49120,49097,49422,49686
157,12,103,59725,00000,00000,Redington Beach town,Florida,1427,1427,1427,1427,1433
157,12,103,59750,00000,00000,Redington Shores town,Florida,2121,2121,2122,2125,2135
157,12,103,62425,00000,00000,Safety Harbor city,Florida,16884,16885,16876,16886,16970
157,12,103,62885,00000,00000,St. Pete Beach city,Florida,9346,9346,9342,9348,9391
157,12,103,63000,00000,00000,St. Petersburg city,Florida,244769,244769,244921,245464,246541
157,12,103,64975,00000,00000,Seminole city,Florida,17233,17233,17219,17209,17267
157,12,103,67675,00000,00000,South Pasadena city,Florida,4964,4964,4961,4963,4983
157,12,103,71150,00000,00000,Tarpon Springs city,Florida,23484,23484,23469,23513,23657
157,12,103,72325,00000,00000,Treasure Island city,Florida,6705,6705,6701,6705,6735
157,12,103,99990,00000,00000,Balance of Pinellas County,Florida,270494,269647,269598,269690,270808
050,12,105,00000,00000,00000,Polk County,Florida,602095,602095,603343,609823,616158
157,12,105,02550,00000,00000,Auburndale city,Florida,13507,13507,13537,13718,13918
157,12,105,03675,00000,00000,Bartow city,Florida,17298,17298,17323,17483,17665
157,12,105,16450,00000,00000,Davenport city,Florida,2888,2895,2901,2950,2979
157,12,105,18550,00000,00000,Dundee town,Florida,3717,3717,3725,3774,3824
157,12,105,18875,00000,00000,Eagle Lake city,Florida,2255,2255,2263,2296,2321
157,12,105,24100,00000,00000,Fort Meade city,Florida,5626,5653,5657,5698,5744
157,12,105,24900,00000,00000,Frostproof city,Florida,2992,2991,2994,3012,3033
157,12,105,28400,00000,00000,Haines City city,Florida,20535,20552,20576,20778,21008
157,12,105,30325,00000,00000,Highland Park village,Florida,230,230,230,233,235
157,12,105,30700,00000,00000,Hillcrest Heights town,Florida,254,254,254,257,260
157,12,105,37525,00000,00000,Lake Alfred city,Florida,5015,5015,5037,5073,5120
157,12,105,37975,00000,00000,Lake Hamilton town,Florida,1231,1231,1233,1250,1265
157,12,105,38250,00000,00000,Lakeland city,Florida,97422,97430,97855,99078,99999
157,12,105,38950,00000,00000,Lake Wales city,Florida,14225,14225,14248,14399,14700
157,12,105,47200,00000,00000,Mulberry city,Florida,3817,3822,3824,3842,3865
157,12,105,57950,00000,00000,Polk City town,Florida,1562,1562,1569,1580,1594
157,12,105,78275,00000,00000,Winter Haven city,Florida,33874,33874,33948,34556,34975
157,12,105,99990,00000,00000,Balance of Polk County,Florida,375647,375584,376169,379846,383653
050,12,107,00000,00000,00000,Putnam County,Florida,74364,74364,74279,74031,73263
157,12,107,15375,00000,00000,Crescent City city,Florida,1577,1577,1575,1572,1559
157,12,107,33900,00000,00000,Interlachen town,Florida,1403,1403,1400,1395,1380
157,12,107,53875,00000,00000,Palatka city,Florida,10558,10558,10552,10543,10472
157,12,107,58025,00000,00000,Pomona Park town,Florida,912,912,910,907,897
157,12,107,75750,00000,00000,Welaka town,Florida,701,702,700,698,691
157,12,107,99990,00000,00000,Balance of Putnam County,Florida,59213,59212,59142,58916,58264
050,12,109,00000,00000,00000,St. Johns County,Florida,190039,190039,191258,196028,202188
157,12,109,29100,00000,00000,Hastings town,Florida,580,580,582,590,600
157,12,109,43250,00000,00000,Marineland town (pt.),Florida,0,0,0,0,0
157,12,109,62500,00000,00000,St. Augustine city,Florida,12975,12975,13028,13188,13407
157,12,109,62525,00000,00000,St. Augustine Beach city,Florida,6176,6176,6204,6291,6417
157,12,109,99990,00000,00000,Balance of St. Johns County,Florida,170308,170308,171444,175959,181764
050,12,111,00000,00000,00000,St. Lucie County,Florida,277789,277789,278774,281094,283866
157,12,111,24300,00000,00000,Fort Pierce city,Florida,41590,41852,41989,42292,42645
157,12,111,58715,00000,00000,Port St. Lucie city,Florida,164603,164640,165287,166891,168716
157,12,111,62800,00000,00000,St. Lucie Village town,Florida,590,590,592,595,599
157,12,111,99990,00000,00000,Balance of St. Lucie County,Florida,71006,70707,70906,71316,71906
050,12,113,00000,00000,00000,Santa Rosa County,Florida,151372,151372,152966,155868,158512
157,12,113,28000,00000,00000,Gulf Breeze city,Florida,5763,5763,5789,5871,5979
157,12,113,35425,00000,00000,Jay town,Florida,533,533,535,541,549
157,12,113,45750,00000,00000,Milton city,Florida,8826,8826,8865,8984,9140
157,12,113,99990,00000,00000,Balance of Santa Rosa County,Florida,136250,136250,137777,140472,142844
050,12,115,00000,00000,00000,Sarasota County,Florida,379448,379448,380062,381746,386147
157,12,115,41150,00000,00000,Longboat Key town (pt.),Florida,4490,4490,4496,4507,4549
157,12,115,49675,00000,00000,North Port city,Florida,57357,57337,57427,57667,58378
157,12,115,64175,00000,00000,Sarasota city,Florida,51917,52006,52113,52332,52811
157,12,115,73900,00000,00000,Venice city,Florida,20748,20746,20766,20809,21054
157,12,115,99990,00000,00000,Balance of Sarasota County,Florida,244936,244869,245260,246431,249355
050,12,117,00000,00000,00000,Seminole County,Florida,422718,422718,423181,426573,430838
157,12,117,00950,00000,00000,Altamonte Springs city,Florida,41496,41544,41561,41719,41920
157,12,117,11050,00000,00000,Casselberry city,Florida,26241,26241,26242,26351,26449
157,12,117,38425,00000,00000,Lake Mary city,Florida,13822,13822,13824,13952,14574
157,12,117,41250,00000,00000,Longwood city,Florida,13657,13658,13662,13700,13751
157,12,117,53575,00000,00000,Oviedo city,Florida,33342,33468,33564,34412,35291
157,12,117,63650,00000,00000,Sanford city,Florida,53570,53653,53702,54105,54651
157,12,117,78325,00000,00000,Winter Springs city,Florida,33282,33282,33289,33396,33540
157,12,117,99990,00000,00000,Balance of Seminole County,Florida,207308,207050,207337,208938,210662
050,12,119,00000,00000,00000,Sumter County,Florida,93420,93420,94268,98237,101620
157,12,119,09625,00000,00000,Bushnell city,Florida,2418,3002,3003,3011,2997
157,12,119,11325,00000,00000,Center Hill city,Florida,988,988,987,990,984
157,12,119,13400,00000,00000,Coleman city,Florida,703,694,701,738,772
157,12,119,75600,00000,00000,Webster city,Florida,785,785,786,786,826
157,12,119,77675,00000,00000,Wildwood city,Florida,6709,6709,6773,6836,6788
157,12,119,99990,00000,00000,Balance of Sumter County,Florida,81817,81242,82018,85876,89253
050,12,121,00000,00000,00000,Suwannee County,Florida,41551,41551,42314,43428,43656
157,12,121,08175,00000,00000,Branford town,Florida,712,712,713,719,718
157,12,121,40875,00000,00000,Live Oak city,Florida,6850,6850,6853,6937,6919
157,12,121,99990,00000,00000,Balance of Suwannee County,Florida,33989,33989,34748,35772,36019
050,12,123,00000,00000,00000,Taylor County,Florida,22570,22568,22555,22667,22744
157,12,123,56150,00000,00000,Perry city,Florida,7017,7006,7012,7090,7003
157,12,123,99990,00000,00000,Balance of Taylor County,Florida,15553,15562,15543,15577,15741
050,12,125,00000,00000,00000,Union County,Florida,15535,15535,15497,15231,15212
157,12,125,37650,00000,00000,Lake Butler city,Florida,1897,1898,1897,1858,1839
157,12,125,59400,00000,00000,Raiford town,Florida,255,254,254,249,247
157,12,125,78775,00000,00000,Worthington Springs town,Florida,181,406,406,396,391
157,12,125,99990,00000,00000,Balance of Union County,Florida,13202,12977,12940,12728,12735
050,12,127,00000,00000,00000,Volusia County,Florida,494593,494597,494628,494274,496950
157,12,127,16525,00000,00000,Daytona Beach city,Florida,61005,61005,61015,61045,62035
157,12,127,16550,00000,00000,Daytona Beach Shores city,Florida,4247,4253,4253,4244,4258
157,12,127,16675,00000,00000,DeBary city,Florida,19320,19315,19309,19267,19319
157,12,127,16875,00000,00000,DeLand city,Florida,27031,27029,27067,27228,27447
157,12,127,17200,00000,00000,Deltona city,Florida,85182,85182,85207,85117,85442
157,12,127,19825,00000,00000,Edgewater city,Florida,20750,20753,20751,20733,20803
157,12,127,22550,00000,00000,Flagler Beach city (pt.),Florida,60,60,60,60,60
157,12,127,31350,00000,00000,Holly Hill city,Florida,11659,11659,11654,11611,11628
157,12,127,38025,00000,00000,Lake Helen city,Florida,2624,2624,2622,2616,2620
157,12,127,48625,00000,00000,New Smyrna Beach city,Florida,22464,22554,22583,22670,22900
157,12,127,50450,00000,00000,Oak Hill city,Florida,1792,1792,1791,1784,1788
157,12,127,51825,00000,00000,Orange City city,Florida,10599,10847,10840,10803,10813
157,12,127,53150,00000,00000,Ormond Beach city,Florida,38137,38164,38178,38217,38376
157,12,127,56425,00000,00000,Pierson town,Florida,1736,1736,1736,1731,1732
157,12,127,58200,00000,00000,Ponce Inlet town,Florida,3032,3032,3032,3030,3045
157,12,127,58575,00000,00000,Port Orange city,Florida,56048,56505,56516,56521,56766
157,12,127,67325,00000,00000,South Daytona city,Florida,12252,12252,12248,12203,12235
157,12,127,99990,00000,00000,Balance of Volusia County,Florida,116655,115835,115766,115394,115683
050,12,129,00000,00000,00000,Wakulla County,Florida,30776,30776,30841,30945,30818
157,12,129,62825,00000,00000,St. Marks city,Florida,293,293,294,295,295
157,12,129,66925,00000,00000,Sopchoppy city,Florida,457,457,458,459,460
157,12,129,99990,00000,00000,Balance of Wakulla County,Florida,30026,30026,30089,30191,30063
050,12,131,00000,00000,00000,Walton County,Florida,55043,55043,55310,55755,57582
157,12,131,16800,00000,00000,DeFuniak Springs city,Florida,5177,5184,5207,5363,5487
157,12,131,24825,00000,00000,Freeport city,Florida,1787,1787,1795,1803,1863
157,12,131,55475,00000,00000,Paxton town,Florida,644,644,647,650,673
157,12,131,99990,00000,00000,Balance of Walton County,Florida,47435,47428,47661,47939,49559
050,12,133,00000,00000,00000,Washington County,Florida,24896,24896,24756,24614,24892
157,12,133,10975,00000,00000,Caryville town,Florida,411,411,406,402,281
157,12,133,11975,00000,00000,Chipley city,Florida,3605,3605,3608,3615,3581
157,12,133,19725,00000,00000,Ebro town,Florida,270,270,270,271,271
157,12,133,74125,00000,00000,Vernon city,Florida,687,687,688,688,685
157,12,133,75450,00000,00000,Wausau town,Florida,383,383,384,382,380
157,12,133,99990,00000,00000,Balance of Washington County,Florida,19540,19540,19400,19256,19694
