SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012
162,12,000,59750,00000,00000,Redington Shores town,Florida,2121,2121,2122,2125,2135
162,12,000,60975,00000,00000,Riviera Beach city,Florida,32488,32488,32547,32776,33129
162,12,000,61500,00000,00000,Rockledge city,Florida,24926,24926,24983,25243,25413
162,12,000,62100,00000,00000,Royal Palm Beach village,Florida,34140,34140,34232,34576,35162
162,12,000,62425,00000,00000,Safety Harbor city,Florida,16884,16885,16876,16886,16970
162,12,000,62500,00000,00000,St. Augustine city,Florida,12975,12975,13028,13188,13407
162,12,000,62525,00000,00000,St. Augustine Beach city,Florida,6176,6176,6204,6291,6417
162,12,000,62625,00000,00000,St. Cloud city,Florida,35183,36035,36223,37563,39171
162,12,000,62775,00000,00000,St. Leo town,Florida,1340,1337,1351,1367,1369
162,12,000,62800,00000,00000,St. Lucie Village town,Florida,590,590,592,595,599
162,12,000,62825,00000,00000,St. Marks city,Florida,293,293,294,295,295
162,12,000,62885,00000,00000,St. Pete Beach city,Florida,9346,9346,9342,9348,9391
162,12,000,63000,00000,00000,St. Petersburg city,Florida,244769,244769,244921,245464,246541
162,12,000,63375,00000,00000,San Antonio city,Florida,1138,1138,1139,1140,1148
162,12,000,63650,00000,00000,Sanford city,Florida,53570,53653,53702,54105,54651
162,12,000,63700,00000,00000,Sanibel city,Florida,6469,6469,6491,6605,6741
162,12,000,64175,00000,00000,Sarasota city,Florida,51917,52006,52113,52332,52811
162,12,000,64400,00000,00000,Satellite Beach city,Florida,10109,10109,10127,10149,10249
162,12,000,64725,00000,00000,Sea Ranch Lakes village,Florida,670,670,672,682,694
162,12,000,64825,00000,00000,Sebastian city,Florida,21929,21929,21957,22060,22364
162,12,000,64875,00000,00000,Sebring city,Florida,10491,10413,10407,10355,10340
162,12,000,64975,00000,00000,Seminole city,Florida,17233,17233,17219,17209,17267
162,12,000,65225,00000,00000,Sewall's Point town,Florida,1996,1996,2001,2014,2041
162,12,000,65425,00000,00000,Shalimar town,Florida,717,717,716,728,758
162,12,000,66725,00000,00000,Sneads town,Florida,1849,1849,1846,1828,1796
162,12,000,66925,00000,00000,Sopchoppy city,Florida,457,457,458,459,460
162,12,000,67175,00000,00000,South Bay city,Florida,4876,4876,4882,4902,4924
162,12,000,67325,00000,00000,South Daytona city,Florida,12252,12252,12248,12203,12235
162,12,000,67550,00000,00000,South Miami city,Florida,11657,11657,11694,11940,12028
162,12,000,67650,00000,00000,South Palm Beach town,Florida,1171,1171,1174,1182,1196
162,12,000,67675,00000,00000,South Pasadena city,Florida,4964,4964,4961,4963,4983
162,12,000,68135,00000,00000,Southwest Ranches town,Florida,7345,7344,7365,7496,7601
162,12,000,68275,00000,00000,Springfield city,Florida,8903,8902,8925,8948,9048
162,12,000,68525,00000,00000,Starke city,Florida,5449,5446,5438,5410,5405
162,12,000,68875,00000,00000,Stuart city,Florida,15593,15594,15608,15693,15841
162,12,000,69555,00000,00000,Sunny Isles Beach city,Florida,20832,20832,20898,21354,21522
162,12,000,69700,00000,00000,Sunrise city,Florida,84439,84439,84701,86389,88843
162,12,000,70075,00000,00000,Surfside town,Florida,5744,5743,5760,5882,5924
162,12,000,70345,00000,00000,Sweetwater city,Florida,13499,19958,20016,20427,20566
162,12,000,70600,00000,00000,Tallahassee city,Florida,181376,181382,181854,183405,186971
162,12,000,70675,00000,00000,Tamarac city,Florida,60427,60506,60662,61702,62557
162,12,000,71000,00000,00000,Tampa city,Florida,335709,335709,336945,346474,347645
162,12,000,71150,00000,00000,Tarpon Springs city,Florida,23484,23484,23469,23513,23657
162,12,000,71225,00000,00000,Tavares city,Florida,13951,13957,13986,14118,14248
162,12,000,71400,00000,00000,Temple Terrace city,Florida,24541,24574,24631,25184,25189
162,12,000,71525,00000,00000,Tequesta village,Florida,5629,5629,5642,5694,5763
162,12,000,71900,00000,00000,Titusville city,Florida,43761,43761,43793,43710,43940
162,12,000,72325,00000,00000,Treasure Island city,Florida,6705,6705,6701,6705,6735
162,12,000,72350,00000,00000,Trenton city,Florida,1999,1999,2003,2004,1988
162,12,000,73025,00000,00000,Umatilla city,Florida,3456,3461,3471,3495,3533
162,12,000,73675,00000,00000,Valparaiso city,Florida,5036,5036,5031,4995,5111
162,12,000,73900,00000,00000,Venice city,Florida,20748,20746,20766,20809,21054
162,12,000,74125,00000,00000,Vernon city,Florida,687,687,688,688,685
162,12,000,74150,00000,00000,Vero Beach city,Florida,15220,15222,15249,15328,15527
162,12,000,74575,00000,00000,Virginia Gardens village,Florida,2375,2375,2381,2431,2448
162,12,000,74925,00000,00000,Waldo city,Florida,1015,1016,1014,1017,1022
162,12,000,75375,00000,00000,Wauchula city,Florida,5001,4954,4963,4959,4929
162,12,000,75450,00000,00000,Wausau town,Florida,383,383,384,382,380
162,12,000,75600,00000,00000,Webster city,Florida,785,785,786,786,826
162,12,000,75625,00000,00000,Weeki Wachee city,Florida,12,12,12,12,12
162,12,000,75750,00000,00000,Welaka town,Florida,701,702,700,698,691
162,12,000,75812,00000,00000,Wellington village,Florida,56508,56712,56865,57556,58679
162,12,000,76500,00000,00000,West Melbourne city,Florida,18355,18356,18424,18715,19164
162,12,000,76525,00000,00000,West Miami city,Florida,5965,5965,5983,6128,6185
162,12,000,76582,00000,00000,Weston city,Florida,65333,65333,65510,66677,67641
162,12,000,76600,00000,00000,West Palm Beach city,Florida,99919,99923,100106,100808,101903
162,12,000,76658,00000,00000,West Park city,Florida,14156,14156,14190,14424,14609
162,12,000,76975,00000,00000,Westville town,Florida,289,289,288,286,282
162,12,000,77100,00000,00000,Wewahitchka city,Florida,1981,1981,1980,1967,1955
162,12,000,77400,00000,00000,White Springs town,Florida,777,777,773,770,776
162,12,000,77675,00000,00000,Wildwood city,Florida,6709,6709,6773,6836,6788
162,12,000,77825,00000,00000,Williston city,Florida,2768,2768,2763,2737,2737
162,12,000,78000,00000,00000,Wilton Manors city,Florida,11632,11632,11658,11841,11995
162,12,000,78050,00000,00000,Windermere town,Florida,2462,2462,2468,2515,2580
162,12,000,78250,00000,00000,Winter Garden city,Florida,34568,34684,34896,35865,37063
162,12,000,78275,00000,00000,Winter Haven city,Florida,33874,33874,33948,34556,34975
162,12,000,78300,00000,00000,Winter Park city,Florida,27852,27852,27945,28392,28924
162,12,000,78325,00000,00000,Winter Springs city,Florida,33282,33282,33289,33396,33540
162,12,000,78775,00000,00000,Worthington Springs town,Florida,181,406,406,396,391
162,12,000,78925,00000,00000,Yankeetown town,Florida,502,502,501,498,499
162,12,000,79225,00000,00000,Zephyrhills city,Florida,13288,13256,13270,13703,13830
162,12,000,79250,00000,00000,Zolfo Springs town,Florida,1827,1823,1827,1821,1805
050,12,001,00000,00000,00000,Alachua County,Florida,247336,247336,247487,249417,251417
157,12,001,00375,00000,00000,Alachua city,Florida,9059,9063,9076,9157,9272
157,12,001,01775,00000,00000,Archer city,Florida,1118,1118,1118,1126,1136
157,12,001,25175,00000,00000,Gainesville city,Florida,124354,124364,124436,125312,126047
157,12,001,29275,00000,00000,Hawthorne city,Florida,1417,1417,1417,1429,1444
157,12,001,30525,00000,00000,High Springs city,Florida,5350,5344,5345,5406,5494
157,12,001,37300,00000,00000,La Crosse town,Florida,360,360,360,362,366
157,12,001,45225,00000,00000,Micanopy town,Florida,600,600,600,604,609
157,12,001,48200,00000,00000,Newberry city,Florida,4950,4954,4977,5075,5174
157,12,001,74925,00000,00000,Waldo city,Florida,1015,1016,1014,1017,1022
157,12,001,99990,00000,00000,Balance of Alachua County,Florida,99113,99100,99144,99929,100853
050,12,003,00000,00000,00000,Baker County,Florida,27115,27115,27066,27049,27086
157,12,003,26075,00000,00000,Glen St. Mary town,Florida,437,439,439,440,438
157,12,003,41950,00000,00000,Macclenny city,Florida,6374,6372,6373,6386,6391
157,12,003,99990,00000,00000,Balance of Baker County,Florida,20304,20304,20254,20223,20257
050,12,005,00000,00000,00000,Bay County,Florida,168852,168852,169323,169827,171903
157,12,005,09725,00000,00000,Callaway city,Florida,14405,14277,14312,14337,14484
157,12,005,41825,00000,00000,Lynn Haven city,Florida,18493,18493,18568,18694,18974
157,12,005,44300,00000,00000,Mexico Beach city,Florida,1072,1072,1074,1079,1092
157,12,005,54700,00000,00000,Panama City city,Florida,36484,35505,35600,35736,36167
157,12,005,54725,00000,00000,Panama City Beach city,Florida,12018,11555,11589,11629,11814
157,12,005,55075,00000,00000,Parker city,Florida,4317,4317,4328,4342,4394
157,12,005,68275,00000,00000,Springfield city,Florida,8903,8902,8925,8948,9048
157,12,005,99990,00000,00000,Balance of Bay County,Florida,73160,74731,74927,75062,75930
050,12,007,00000,00000,00000,Bradford County,Florida,28520,28520,28559,28474,27049
157,12,007,08725,00000,00000,Brooker town,Florida,338,338,338,336,334
157,12,007,28575,00000,00000,Hampton city,Florida,500,500,499,495,493
157,12,007,39700,00000,00000,Lawtey city,Florida,730,730,729,725,724
157,12,007,68525,00000,00000,Starke city,Florida,5449,5446,5438,5410,5405
157,12,007,99990,00000,00000,Balance of Bradford County,Florida,21503,21506,21555,21508,20093
050,12,009,00000,00000,00000,Brevard County,Florida,543376,543372,543978,544322,547307
157,12,009,10250,00000,00000,Cape Canaveral city,Florida,9912,9945,9948,9911,9954
157,12,009,13150,00000,00000,Cocoa city,Florida,17140,17137,17155,17125,17217
157,12,009,13175,00000,00000,Cocoa Beach city,Florida,11231,11231,11235,11202,11260
157,12,009,27256,00000,00000,Grant-Valkaria town,Florida,3850,3850,3855,3857,3890
157,12,009,33375,00000,00000,Indialantic town,Florida,2720,2720,2722,2717,2732
157,12,009,33450,00000,00000,Indian Harbour Beach city,Florida,8225,8225,8227,8205,8249
157,12,009,42625,00000,00000,Malabar town,Florida,2757,2757,2757,2759,2785
157,12,009,43975,00000,00000,Melbourne city,Florida,76068,76201,76365,76564,77048
157,12,009,44000,00000,00000,Melbourne Beach town,Florida,3101,3101,3103,3094,3113
157,12,009,44075,00000,00000,Melbourne Village town,Florida,662,662,662,663,665
157,12,009,54000,00000,00000,Palm Bay city,Florida,103190,103190,103330,103346,104124
157,12,009,54425,00000,00000,Palm Shores town,Florida,900,900,901,897,907
157,12,009,61500,00000,00000,Rockledge city,Florida,24926,24926,24983,25243,25413
157,12,009,64400,00000,00000,Satellite Beach city,Florida,10109,10109,10127,10149,10249
157,12,009,71900,00000,00000,Titusville city,Florida,43761,43761,43793,43710,43940
157,12,009,76500,00000,00000,West Melbourne city,Florida,18355,18356,18424,18715,19164
157,12,009,99990,00000,00000,Balance of Brevard County,Florida,206469,206301,206391,206165,206597
050,12,011,00000,00000,00000,Broward County,Florida,1748066,1748066,1752928,1784956,1815137
157,12,011,13275,00000,00000,Coconut Creek city,Florida,52909,52936,53078,54130,55001
157,12,011,14125,00000,00000,Cooper City city,Florida,28547,28548,28623,30009,32345
157,12,011,14400,00000,00000,Coral Springs city,Florida,121096,121098,121417,123530,125287
157,12,011,16335,00000,00000,Dania Beach city,Florida,29639,29639,29703,30160,30574
157,12,011,16475,00000,00000,Davie town,Florida,91992,91992,92295,94150,95489
157,12,011,16725,00000,00000,Deerfield Beach city,Florida,75018,75018,75197,76431,77439
157,12,011,24000,00000,00000,Fort Lauderdale city,Florida,165521,165504,165900,168587,170747
157,12,011,28452,00000,00000,Hallandale Beach city,Florida,37113,37113,37204,37823,38327
157,12,011,30850,00000,00000,Hillsboro Beach town,Florida,1875,1875,1879,1911,1937
157,12,011,32000,00000,00000,Hollywood city,Florida,140768,140769,141106,143387,145236
157,12,011,39475,00000,00000,Lauderdale-by-the-Sea town,Florida,6056,6056,6071,6175,6258
157,12,011,39525,00000,00000,Lauderdale Lakes city,Florida,32593,32653,32740,33305,33772
157,12,011,39550,00000,00000,Lauderhill city,Florida,66887,66887,67053,68177,69100
157,12,011,39750,00000,00000,Lazy Lake village,Florida,24,24,24,25,25
157,12,011,40450,00000,00000,Lighthouse Point city,Florida,10344,10344,10372,10559,10714
157,12,011,43125,00000,00000,Margate city,Florida,53284,53284,53413,54301,55026
157,12,011,45975,00000,00000,Miramar city,Florida,122041,122041,122384,124946,128729
157,12,011,49425,00000,00000,North Lauderdale city,Florida,41023,41055,41163,41849,42413
157,12,011,50575,00000,00000,Oakland Park city,Florida,41363,41389,41500,42200,42832
157,12,011,55125,00000,00000,Parkland city,Florida,23962,23960,24092,24909,25701
157,12,011,55750,00000,00000,Pembroke Park town,Florida,6102,6102,6111,6184,6239
157,12,011,55775,00000,00000,Pembroke Pines city,Florida,154750,154750,155159,158009,160306
157,12,011,57425,00000,00000,Plantation city,Florida,84955,84877,85340,86799,88016
157,12,011,58050,00000,00000,Pompano Beach city,Florida,99845,99844,100085,101681,102984
157,12,011,64725,00000,00000,Sea Ranch Lakes village,Florida,670,670,672,682,694
157,12,011,68135,00000,00000,Southwest Ranches town,Florida,7345,7344,7365,7496,7601
157,12,011,69700,00000,00000,Sunrise city,Florida,84439,84439,84701,86389,88843
157,12,011,70675,00000,00000,Tamarac city,Florida,60427,60506,60662,61702,62557
157,12,011,76582,00000,00000,Weston city,Florida,65333,65333,65510,66677,67641
157,12,011,76658,00000,00000,West Park city,Florida,14156,14156,14190,14424,14609
157,12,011,78000,00000,00000,Wilton Manors city,Florida,11632,11632,11658,11841,11995
157,12,011,99990,00000,00000,Balance of Broward County,Florida,16357,16228,16261,16508,16700
050,12,013,00000,00000,00000,Calhoun County,Florida,14625,14625,14645,14782,14723
157,12,013,01000,00000,00000,Altha town,Florida,536,536,536,539,536
157,12,013,06925,00000,00000,Blountstown city,Florida,2514,2501,2500,2526,2520
157,12,013,99990,00000,00000,Balance of Calhoun County,Florida,11575,11588,11609,11717,11667
050,12,015,00000,00000,00000,Charlotte County,Florida,159978,159978,159898,159459,162449
157,12,015,59200,00000,00000,Punta Gorda city,Florida,16641,16641,16652,16627,16869
157,12,015,99990,00000,00000,Balance of Charlotte County,Florida,143337,143337,143246,142832,145580
050,12,017,00000,00000,00000,Citrus County,Florida,141236,141236,141312,139849,139360
157,12,017,15775,00000,00000,Crystal River city,Florida,3108,3097,3097,3066,3055
157,12,017,33950,00000,00000,Inverness city,Florida,7210,7272,7269,7195,7172
157,12,017,99990,00000,00000,Balance of Citrus County,Florida,130918,130867,130946,129588,129133
050,12,019,00000,00000,00000,Clay County,Florida,190865,190865,191434,192287,194345
157,12,019,27400,00000,00000,Green Cove Springs city,Florida,6908,6908,6927,6939,6977
157,12,019,36475,00000,00000,Keystone Heights city,Florida,1350,1350,1355,1361,1377
157,12,019,52125,00000,00000,Orange Park town,Florida,8412,8412,8429,8415,8466
157,12,019,55875,00000,00000,Penney Farms town,Florida,749,749,750,749,756
157,12,019,99990,00000,00000,Balance of Clay County,Florida,173446,173446,173973,174823,176769
050,12,021,00000,00000,00000,Collier County,Florida,321520,321520,322666,327519,332427
157,12,021,21425,00000,00000,Everglades city,Florida,400,400,400,402,403
157,12,021,43083,00000,00000,Marco Island city,Florida,16413,16413,16459,16644,16820
157,12,021,47625,00000,00000,Naples city,Florida,19537,19537,19595,19831,20115
157,12,021,99990,00000,00000,Balance of Collier County,Florida,285170,285170,286212,290642,295089
050,12,023,00000,00000,00000,Columbia County,Florida,67531,67532,67650,67383,67966
157,12,023,24500,00000,00000,Fort White town,Florida,567,565,566,562,564
157,12,023,37775,00000,00000,Lake City city,Florida,12046,12034,12051,12009,12099
157,12,023,99990,00000,00000,Balance of Columbia County,Florida,54918,54933,55033,54812,55303
050,12,027,00000,00000,00000,DeSoto County,Florida,34862,34862,34891,34573,34712
157,12,027,01750,00000,00000,Arcadia city,Florida,7637,7626,7640,7585,7621
157,12,027,99990,00000,00000,Balance of DeSoto County,Florida,27225,27236,27251,26988,27091
050,12,029,00000,00000,00000,Dixie County,Florida,16422,16422,16410,16353,16126
157,12,029,15575,00000,00000,Cross City town,Florida,1728,1737,1737,1734,1707
157,12,029,32650,00000,00000,Horseshoe Beach town,Florida,169,169,169,169,166
157,12,029,99990,00000,00000,Balance of Dixie County,Florida,14525,14516,14504,14450,14253
050,12,031,00000,00000,00000,Duval County,Florida,864263,864263,865823,871497,879602
157,12,031,02400,00000,00000,Atlantic Beach city,Florida,12655,12655,12659,12729,12864
157,12,031,03250,00000,00000,Baldwin town,Florida,1425,1425,1426,1428,1437
157,12,031,35000,00000,00000,Jacksonville city,Florida,821784,821784,823318,828789,836507
157,12,031,35050,00000,00000,Jacksonville Beach city,Florida,21362,21362,21382,21487,21682
157,12,031,48100,00000,00000,Neptune Beach city,Florida,7037,7037,7038,7064,7112
050,12,033,00000,00000,00000,Escambia County,Florida,297619,297619,298144,299590,302715
157,12,033,11362,00000,00000,Century town,Florida,1698,1698,1700,1707,1723
157,12,033,55925,00000,00000,Pensacola city,Florida,51923,51923,52002,51944,52340
157,12,033,99990,00000,00000,Balance of Escambia County,Florida,243998,243998,244442,245939,248652
050,12,035,00000,00000,00000,Flagler County,Florida,95696,95696,96053,97276,98359
157,12,035,06100,00000,00000,Beverly Beach town,Florida,338,338,338,339,340
157,12,035,09550,00000,00000,Bunnell city,Florida,2676,2676,2684,2710,2726
157,12,035,22550,00000,00000,Flagler Beach city (pt.),Florida,4424,4424,4439,4487,4523
157,12,035,43250,00000,00000,Marineland town (pt.),Florida,16,16,16,16,16
157,12,035,54200,00000,00000,Palm Coast city,Florida,75180,75197,75492,76531,77374
157,12,035,99990,00000,00000,Balance of Flagler County,Florida,13062,13045,13084,13193,13380
050,12,037,00000,00000,00000,Franklin County,Florida,11549,11549,11538,11503,11686
157,12,037,01625,00000,00000,Apalachicola city,Florida,2231,2231,2233,2235,2260
157,12,037,10725,00000,00000,Carrabelle city,Florida,2778,2772,2756,2735,2842
157,12,037,99990,00000,00000,Balance of Franklin County,Florida,6540,6546,6549,6533,6584
050,12,039,00000,00000,00000,Gadsden County,Florida,46389,47746,47751,47253,46528
157,12,039,11800,00000,00000,Chattahoochee city,Florida,3652,3648,3614,3550,3183
157,12,039,27550,00000,00000,Greensboro town,Florida,602,645,645,636,628
157,12,039,27650,00000,00000,Gretna city,Florida,1460,1473,1474,1452,1433
157,12,039,29150,00000,00000,Havana town,Florida,1754,1757,1758,1738,1718
157,12,039,45425,00000,00000,Midway city,Florida,3004,3007,3042,3124,3205
157,12,039,59325,00000,00000,Quincy city,Florida,7972,7978,7973,7877,7811
157,12,039,99990,00000,00000,Balance of Gadsden County,Florida,27945,29238,29245,28876,28550
050,12,041,00000,00000,00000,Gilchrist County,Florida,16939,16939,16983,16975,16815
157,12,041,04975,00000,00000,Bell town,Florida,456,456,458,458,453
157,12,041,21850,00000,00000,Fanning Springs city (pt.),Florida,278,278,279,279,276
157,12,041,72350,00000,00000,Trenton city,Florida,1999,1999,2003,2004,1988
157,12,041,99990,00000,00000,Balance of Gilchrist County,Florida,14206,14206,14243,14234,14098
050,12,043,00000,00000,00000,Glades County,Florida,12884,12884,12933,13129,13107
157,12,043,46550,00000,00000,Moore Haven city,Florida,1680,1680,1688,1717,1714
157,12,043,99990,00000,00000,Balance of Glades County,Florida,11204,11204,11245,11412,11393
050,12,045,00000,00000,00000,Gulf County,Florida,15863,15863,15805,15673,15718
157,12,045,58675,00000,00000,Port St. Joe city,Florida,3445,3445,3441,3422,3406
157,12,045,77100,00000,00000,Wewahitchka city,Florida,1981,1981,1980,1967,1955
157,12,045,99990,00000,00000,Balance of Gulf County,Florida,10437,10437,10384,10284,10357
050,12,047,00000,00000,00000,Hamilton County,Florida,14799,14799,14660,14556,14708
157,12,047,35375,00000,00000,Jasper city,Florida,4546,4546,4460,4380,4452
157,12,047,35525,00000,00000,Jennings town,Florida,878,878,873,870,875
157,12,047,77400,00000,00000,White Springs town,Florida,777,777,773,770,776
157,12,047,99990,00000,00000,Balance of Hamilton County,Florida,8598,8598,8554,8536,8605
050,12,049,00000,00000,00000,Hardee County,Florida,27731,27731,27266,26693,27514
157,12,049,07775,00000,00000,Bowling Green city,Florida,2930,2930,2935,2930,2910
157,12,049,75375,00000,00000,Wauchula city,Florida,5001,4954,4963,4959,4929
157,12,049,79250,00000,00000,Zolfo Springs town,Florida,1827,1823,1827,1821,1805
157,12,049,99990,00000,00000,Balance of Hardee County,Florida,17973,18024,17541,16983,17870
050,12,051,00000,00000,00000,Hendry County,Florida,39140,39140,39017,38696,37447
157,12,051,13000,00000,00000,Clewiston city,Florida,7155,7155,7148,7109,7036
157,12,051,37225,00000,00000,LaBelle city,Florida,4640,4659,4663,4634,4570
157,12,051,99990,00000,00000,Balance of Hendry County,Florida,27345,27326,27206,26953,25841
050,12,053,00000,00000,00000,Hernando County,Florida,172778,172778,173038,173075,173422
157,12,053,08800,00000,00000,Brooksville city,Florida,7719,7721,7728,7730,7711
157,12,053,75625,00000,00000,Weeki Wachee city,Florida,12,12,12,12,12
157,12,053,99990,00000,00000,Balance of Hernando County,Florida,165047,165045,165298,165333,165699
050,12,055,00000,00000,00000,Highlands County,Florida,98786,98786,98727,98292,98128
157,12,055,02750,00000,00000,Avon Park city,Florida,8836,8833,8829,8799,8792
157,12,055,38625,00000,00000,Lake Placid town,Florida,2223,2131,2130,2125,2126
157,12,055,64875,00000,00000,Sebring city,Florida,10491,10413,10407,10355,10340
157,12,055,99990,00000,00000,Balance of Highlands County,Florida,77236,77409,77361,77013,76870
050,12,057,00000,00000,00000,Hillsborough County,Florida,1229226,1229226,1233900,1269354,1277746
157,12,057,57550,00000,00000,Plant City city,Florida,34721,34682,34805,35629,35903
157,12,057,71000,00000,00000,Tampa city,Florida,335709,335709,336945,346474,347645
157,12,057,71400,00000,00000,Temple Terrace city,Florida,24541,24574,24631,25184,25189
157,12,057,99990,00000,00000,Balance of Hillsborough County,Florida,834255,834261,837519,862067,869009
050,12,059,00000,00000,00000,Holmes County,Florida,19927,19927,19900,19861,19804
157,12,059,07450,00000,00000,Bonifay city,Florida,2793,2804,2797,2790,2774
157,12,059,21250,00000,00000,Esto town,Florida,364,364,363,362,361
157,12,059,48900,00000,00000,Noma town,Florida,211,211,210,210,209
157,12,059,58175,00000,00000,Ponce de Leon town,Florida,598,573,572,569,563
157,12,059,76975,00000,00000,Westville town,Florida,289,289,288,286,282
157,12,059,99990,00000,00000,Balance of Holmes County,Florida,15672,15686,15670,15644,15615
050,12,061,00000,00000,00000,Indian River County,Florida,138028,138028,138237,138919,140567
157,12,061,22100,00000,00000,Fellsmere city,Florida,5197,5197,5203,5229,5286
157,12,061,33600,00000,00000,Indian River Shores town,Florida,3901,3899,3903,3917,3967
157,12,061,52175,00000,00000,Orchid town,Florida,415,415,415,417,421
157,12,061,64825,00000,00000,Sebastian city,Florida,21929,21929,21957,22060,22364
157,12,061,74150,00000,00000,Vero Beach city,Florida,15220,15222,15249,15328,15527
157,12,061,99990,00000,00000,Balance of Indian River County,Florida,91366,91366,91510,91968,93002
050,12,063,00000,00000,00000,Jackson County,Florida,49746,49746,49575,49066,48968
157,12,063,00625,00000,00000,Alford town,Florida,489,489,488,484,475
157,12,063,03725,00000,00000,Bascom town,Florida,121,121,121,120,118
157,12,063,09900,00000,00000,Campbellton town,Florida,230,230,230,228,224
157,12,063,14850,00000,00000,Cottondale town,Florida,933,933,932,922,907
157,12,063,27000,00000,00000,Graceville city,Florida,2278,2278,2275,2260,2230
157,12,063,27175,00000,00000,Grand Ridge town,Florida,892,894,893,883,869
157,12,063,27600,00000,00000,Greenwood town,Florida,686,686,685,677,666
157,12,063,35200,00000,00000,Jacob City city,Florida,250,250,250,248,244
157,12,063,42650,00000,00000,Malone town,Florida,2088,2088,2055,2017,2211
157,12,063,43175,00000,00000,Marianna city,Florida,6102,7583,7575,7530,9094
157,12,063,66725,00000,00000,Sneads town,Florida,1849,1849,1846,1828,1796
157,12,063,99990,00000,00000,Balance of Jackson County,Florida,33828,32345,32225,31869,30134
050,12,065,00000,00000,00000,Jefferson County,Florida,14761,14761,14724,14532,14256
157,12,065,46500,00000,00000,Monticello city,Florida,2506,2506,2504,2478,2449
157,12,065,99990,00000,00000,Balance of Jefferson County,Florida,12255,12255,12220,12054,11807
050,12,067,00000,00000,00000,Lafayette County,Florida,8870,8870,8815,8820,8804
157,12,067,43575,00000,00000,Mayo town,Florida,1237,1214,1220,1236,1245
157,12,067,99990,00000,00000,Balance of Lafayette County,Florida,7633,7656,7595,7584,7559
050,12,069,00000,00000,00000,Lake County,Florida,297052,297052,297811,299812,303186
157,12,069,02250,00000,00000,Astatula town,Florida,1810,1810,1814,1819,1832
157,12,069,12925,00000,00000,Clermont city,Florida,28742,28748,28834,29064,29421
157,12,069,21350,00000,00000,Eustis city,Florida,18558,18558,18597,18702,18899
157,12,069,24975,00000,00000,Fruitland Park city,Florida,4078,4080,4102,4138,4181
157,12,069,27800,00000,00000,Groveland city,Florida,8729,8729,8765,8927,9181
157,12,069,32775,00000,00000,Howey-in-the-Hills town,Florida,1098,1103,1106,1111,1122
157,12,069,37375,00000,00000,Lady Lake town,Florida,13926,13930,13949,13987,14098
157,12,069,39875,00000,00000,Leesburg city,Florida,20117,20361,20457,20577,20796
157,12,069,43425,00000,00000,Mascotte city,Florida,5101,5105,5120,5140,5188
157,12,069,45900,00000,00000,Minneola city,Florida,9403,9403,9468,9583,9733
157,12,069,46525,00000,00000,Montverde town,Florida,1463,1463,1467,1479,1498
157,12,069,47050,00000,00000,Mount Dora city,Florida,12370,12185,12246,12467,12655
157,12,069,71225,00000,00000,Tavares city,Florida,13951,13957,13986,14118,14248
157,12,069,73025,00000,00000,Umatilla city,Florida,3456,3461,3471,3495,3533
157,12,069,99990,00000,00000,Balance of Lake County,Florida,154250,154159,154429,155205,156801
050,12,071,00000,00000,00000,Lee County,Florida,618754,618754,620601,631602,645293
157,12,071,07525,00000,00000,Bonita Springs city,Florida,43914,43914,44062,45029,46340
157,12,071,10275,00000,00000,Cape Coral city,Florida,154305,154305,154810,157692,161248
157,12,071,24125,00000,00000,Fort Myers city,Florida,62298,62292,62518,63924,65725
157,12,071,24150,00000,00000,Fort Myers Beach town,Florida,6277,6277,6293,6394,6514
157,12,071,63700,00000,00000,Sanibel city,Florida,6469,6469,6491,6605,6741
157,12,071,99990,00000,00000,Balance of Lee County,Florida,345491,345497,346427,351958,358725
050,12,073,00000,00000,00000,Leon County,Florida,275487,275487,276067,278299,283769
157,12,073,70600,00000,00000,Tallahassee city,Florida,181376,181382,181854,183405,186971
157,12,073,99990,00000,00000,Balance of Leon County,Florida,94111,94105,94213,94894,96798
050,12,075,00000,00000,00000,Levy County,Florida,40801,40801,40716,40275,40025
157,12,075,08700,00000,00000,Bronson town,Florida,1113,1113,1112,1097,1097
157,12,075,11225,00000,00000,Cedar Key city,Florida,702,705,704,698,698
157,12,075,11925,00000,00000,Chiefland city,Florida,2245,2245,2243,2226,2225
157,12,075,21850,00000,00000,Fanning Springs city (pt.),Florida,486,486,486,482,481
157,12,075,33800,00000,00000,Inglis town,Florida,1325,1325,1324,1313,1313
157,12,075,53500,00000,00000,Otter Creek town,Florida,134,134,134,133,133
157,12,075,77825,00000,00000,Williston city,Florida,2768,2768,2763,2737,2737
157,12,075,78925,00000,00000,Yankeetown town,Florida,502,502,501,498,499
157,12,075,99990,00000,00000,Balance of Levy County,Florida,31526,31523,31449,31091,30842
050,12,077,00000,00000,00000,Liberty County,Florida,8365,8365,8324,8228,8276
157,12,077,08600,00000,00000,Bristol city,Florida,996,998,996,991,974
157,12,077,99990,00000,00000,Balance of Liberty County,Florida,7369,7367,7328,7237,7302
050,12,079,00000,00000,00000,Madison County,Florida,19224,19226,19252,19100,18907
157,12,079,27575,00000,00000,Greenville town,Florida,843,840,840,832,824
157,12,079,39850,00000,00000,Lee town,Florida,352,352,352,346,340
